Samples,Mode,Type,Group,VPA,FA,Plate,VPA_FApC1,VPA_FApC2,VPA_FApC3,VPA_FApC4,VPA_FApC5,VPA_FApC6,VPA_FApC7,VPA_FApC8,VPA_FApC9,VPA_FApC10,VPA_FApC11,VPA_FApC12,VPA_FApC13,VPA_FApC14,VPA_FApC15,VPA_FApC16,VPA_FApC17,VPA_FApC18,VPA_FApC19,VPA_FApC20,VPA_FApC21,VPA_FApC22,VPA_FApC23,VPA_FApC24,VPA_FApC25,VPA_FApC26,VPA_FApC27,VPA_FApC28,VPA_FApC29,VPA_FApC30,VPA_FApC31,VPA_FApC32,VPA_FApC33,VPA_FApC34,VPA_FApC35,VPA_FApC36,VPA_FApC37,VPA_FApC38,VPA_FApC39,VPA_FApC40,VPA_FApC41,VPA_FApC42,VPA_FApC43,VPA_FApC44,VPA_FApC45,VPA_FApC46,VPA_FApC47,VPA_FApC48,VPA_FApC49,VPA_FApC50,VPA_FApC51,VPA_FApC52,VPA_FApC53,VPA_FApC54,VPA_FApC55,VPA_FApC56,VPA_FApC57,VPA_FApC58,VPA_FApC59,VPA_FApC60,VPA_FApC61,VPA_FApC62,VPA_FApC63,VPA_FApC64,VPA_FApC65,VPA_FApC66,VPA_FApC67,VPA_FApC68,VPA_FApC69,VPA_FApC70,VPA_FApC71,VPA_FApC72,VPA_FApC73,VPA_FApC74,VPA_FApC75,VPA_FApC76,VPA_FApC77,VPA_FApC78,VPA_FApC79,VPA_FApC80,VPA_FApC81,VPA_FApC82,VPA_FApC83,VPA_FApC84,VPA_FApC85,VPA_FApC86,VPA_FApC87,VPA_FApC88,VPA_FApC89,VPA_FApC90,VPA_FApC91,VPA_FApC92,VPA_FApC93,VPA_FApC94,VPA_FApC95,VPA_FApC96,VPA_FApC97,VPA_FApC98,VPA_FApC99,VPA_FApC100,VPA_FApC101,VPA_FApC102,VPA_FApC103,VPA_FApC104,VPA_FApC105,VPA_FApC106,VPA_FApC107,VPA_FApC108,VPA_FApC109,VPA_FApC110,VPA_FApC111,VPA_FApC112,VPA_FApC113,VPA_FApC114,VPA_FApC115,VPA_FApC116,VPA_FApC117,VPA_FApC118,VPA_FApC119,VPA_FApC120,VPA_FApC121,VPA_FApC122,VPA_FApC123,VPA_FApC124,VPA_FApC125,VPA_FApC126,VPA_FApC127,VPA_FApC128,VPA_FApC129,VPA_FApC130,VPA_FApC131,VPA_FApC132,VPA_FApC133,VPA_FApC134,VPA_FApC135,VPA_FApC136,VPA_FApC137,VPA_FApC138,VPA_FApC139,VPA_FApC140,VPA_FApC141,VPA_FApC142,VPA_FApC143,VPA_FApC144,VPA_FApC145,VPA_FApC146,VPA_FApC147,VPA_FApC148,VPA_FApC149,VPA_FApC150,VPA_FApC151,VPA_FApC152,VPA_FApC153,VPA_FApC154,VPA_FApC155,VPA_FApC156,VPA_FApC157,VPA_FApC158,VPA_FApC159,VPA_FApC160,VPA_FApC161,VPA_FApC162,VPA_FApC163,VPA_FApC164,VPA_FApC165,VPA_FApC166,VPA_FApC167,VPA_FApC168
T1_E2_VFA3,pos,cells,empty,vpa,fa,e2,1366.85527,119043.9532,381673.1723,46643.71957,4884.872968,8854.978943,46368.67988,10629.00203,11281.39478,461178.1374,159119.5696,151.0350452,11819.56188,43696.20856,347552.617,520739.2819,5091.643254,951570.2282,339816.3363,9371.973142,652358.462,4944.392808,7631.407153,16844.72388,19718.5311,22532.50897,177710.7559,97619.2248,344053.9936,1557005.341,1191897.359,6165.143108,45987.8076,97141.3258,12882.78522,209665.1029,578.7370976,16834.17184,40442.68833,432.2254543,2753.307653,27986.7068,4644699.848,39875.4511,385685.1694,298222.8719,52641.52997,82944.753,18299.40888,155.7747804,15157.27749,92.6944908,82810.37495,49242.46027,10028.96515,929233.0304,13030.6229,14022.09068,306208.7419,8735.690194,,,,42973.23978,647.2602322,1160.358323,630200.3796,75437.15836,3898.836961,,31972.64269,11700.11611,714.1090067,322.9661244,,20259.52351,199521.0648,5270.47785,,34222.2258,15356.73157,1129.265335,80109.26627,4992.988884,,1229.589295,1104.931482,2046.297474,12816.56662,1184.979897,223603.6122,96554.54366,55414.67859,13048.54461,7099.832384,371709.914,15389.33931,25236.45532,79.39770828,,35362.01632,3285.986806,92838.87193,745787.4968,,188665.0457,300516.0822,122662.2207,2453.10198,704.223953,317990.2502,1739.01135,8359.875268,35964.39675,16297.40603,15649.14257,,469.5531807,,217.0305516,247.516151,23562.93494,,141.5530528,994.4779111,14284.4751,415.0376822,22024.74441,,21689.70229,,639.6243351,37237.76903,,192.3343046,9258.071709,,,,,,58312.76234,572954.0287,1126.561857,40240.18665,463557.202,,783754.7992,33396.49132,16887.92679,,81.06059336,,74.45408752,74.54334,80.43320258,,3368.421106,3344.208954,4017.476681,54223.00948,,26899.03962,,3002.201511,34248.20337,41569.62031,251.517907
T1_P1_C1,pos,cells,sample,cntrl,cntrl,p1,6499.670162,1431563.189,4425549.44,592716.9553,66186.39328,28607.3783,78958.03,338641.0332,340480.8639,31081283.4,1434468.172,241457.1317,138597.2254,208159.8674,899057.9628,1632394.415,106146.9151,1802067.278,786501.4247,28223.57497,3676592.828,193668.6729,79599.49432,5806864.701,39938.51957,6876.267356,472965.0563,903787.7953,14709773.59,2852402.72,2499584.115,13228.77671,213599.9675,342830.9496,867422.1885,2646327.895,6219.859421,25848.66591,36142.45208,268538.5148,164745.6019,62159.93191,14210558.3,60989.69316,6639050.533,366582.8794,615635.2493,76813.48879,24020.27885,33095.20455,84619.10108,8902.030692,252063.7574,1725658.724,55921.97031,4571605.061,263652.6727,37432.64484,313766.6946,50038.60775,2693.616641,5604.469817,6647.878926,151342.8837,30742.00621,109154.507,2896078.445,606704.9578,10282848.17,847.5491323,132923.3509,18415.71703,9544.973393,19599.71325,29372.75797,1126787.327,1617836.579,34218.51162,62675.1792,,75753.15627,12285.61596,1180645.99,133213.3249,33009.12848,9941.577585,7358.300564,93553.60548,781995.5275,4122.889915,104450.8693,391136.3575,269583.859,45892.98212,75118.38248,184026.7589,2429679.141,204143.6043,13464.59476,7120.89704,30358.5732,621671.8473,2326762.998,217189.698,149901.2635,90709.32965,82706.11814,787211.0339,10328.74324,7395.412483,8740.219063,535775.0044,21765.53292,4265399.29,34260.99108,13437.92808,7600.758274,27975.90295,16236.63727,32575.25728,179680.6666,19254.13703,9491.621515,18966.77623,5938.332129,61299.15418,168714.6349,21378.37783,19720.93733,23316.90188,4568.397968,231671.5319,1393.03596,22237.87421,3516.324237,144059.3296,1120.506886,44328.76783,35168.88145,8696.490332,2757.356973,120255.0652,1072678.74,581184.9121,122643.8558,1813946.118,56143.7817,1807145.862,185051.2762,52676.79404,2162.81813,1061.205108,1178.318634,15937.97574,690419.9465,620990.8215,27366.91107,514544.4882,59280.517,10705.91364,110325.0337,9074.100604,2946399.082,4902.07271,396945.4668,1967227.367,6635531.566,4992.159327
T1_P1_C2,pos,cells,sample,cntrl,cntrl,p1,5846.871452,1391653.096,4222748.281,560073.1208,56360.43684,24931.91259,74172.16431,308653.0674,310743.2679,28613636.81,1370457.358,231745.339,125285.7814,204206.9354,708276.2823,1525088.284,47887.29558,1602068.144,686330.9562,29126.12793,3371437.586,129375.1833,49781.57887,5284938.686,33410.98957,6140.742293,456465.8934,810993.0801,13984333.23,2679331.796,2451538.452,11335.27981,202113.1796,284206.137,761188.647,2473483.417,6223.297478,22703.9819,28997.23888,256593.8835,140504.2517,78084.12068,12358645.84,58187.64356,6720522.836,306230.5104,522892.4716,76759.31588,27421.68511,25223.03461,77376.48283,8084.688254,215891.5283,1461325.235,51338.14787,4354835.93,267001.0796,35148.47704,324440.1231,44166.37745,3167.236484,5888.285069,1649.440018,128339.3902,31774.03812,97501.42487,2741587.288,575394.1263,8925964.322,1031.393284,131552.9115,16842.25263,7644.642177,20190.07253,34015.04521,1020065.755,1490470.92,31563.50313,50498.19197,,60637.69767,17029.69667,1058357.512,137770.6118,29781.21837,5869.749403,7435.524092,86150.08507,729604.4972,2221.318962,109543.4893,352633.1388,269346.3212,41996.36788,66917.59589,210956.1784,2232996.772,206345.8807,12878.74613,5970.725648,29726.63103,602585.9012,2321151.982,255066.9522,117529.9415,75755.31556,104367.9469,774467.7277,10544.36453,6563.7817,29641.67697,488729.5247,26461.52231,3719231.321,31890.98139,17878.32203,6626.152385,28348.1865,14950.10483,26431.4334,154997.754,26125.96646,8765.276502,19359.66582,5510.397116,63713.48024,157168.825,18790.94853,15733.13891,21162.83655,4519.210694,190887.6169,534.6409593,17929.86342,2558.921311,123270.6527,874.6782264,36191.40678,30493.46641,6933.407601,2727.108086,88678.30419,846225.9059,473847.257,89340.35737,1366417.614,45816.54292,1515560.451,147240.6532,44237.56764,2074.771385,566.9174412,367.3827474,14712.40413,609886.4767,571356.5166,29436.4531,493756.1859,57242.67208,21985.40154,92234.12539,5305.397987,2729580.108,4049.346962,378253.6287,1825653.157,6330210.863,4703.989269
T1_P1_FA1,pos,cells,sample,cntrl,fa,p1,5171.745663,1482496.27,4144329.745,535763.6395,54058.60038,23319.37713,78850.8642,300363.2487,302414.1033,25587370.59,981786.0592,210185.3282,102161.0143,135289.7712,768865.1458,1400097.631,52813.75503,1459222.073,653200.3011,24013.83638,3257345.781,94487.09211,51503.99535,5070699.686,36314.38433,7499.526152,373014.8459,733798.956,12736389.5,2403938.849,1900645.949,9108.986701,174192.5534,339137.8977,780621.2896,1874335.309,5566.576017,32351.31234,39135.22342,251561.0975,134447.9928,68284.38354,13114135.05,55721.66248,5535193.849,305322.4803,395367.9567,62345.02904,19507.4575,26345.44328,67616.32835,7842.539233,205048.8837,1456419.468,48520.71694,3886477.687,308086.2316,34321.23445,236555.679,40723.49756,2490.73645,4022.086526,6010.499987,120812.0475,26908.33592,102724.3512,2577042.897,541971.6888,9517970.319,968.0061243,119561.8755,17145.04296,7295.186061,14201.47433,18506.49042,872660.5761,1375474.02,29152.65349,117294.9054,,68252.76437,7002.150521,997503.164,96250.6171,24180.96545,6453.250429,7267.816113,67592.85426,610720.0163,2892.342376,102018.799,262918.0119,181805.0634,32615.38864,58537.62622,177007.4012,1542423.227,157300.7522,10810.70081,4393.047417,26063.2105,475656.6057,1679491.864,213687.5147,79073.99837,62353.43371,80597.68261,526844.4944,9166.916769,6209.250362,9767.8951,551474.0919,18463.02436,3966308.336,25512.66731,14873.33227,5350.109954,23156.43726,10776.0981,28999.40251,126749.5142,14964.96376,6625.52315,9633.993447,5992.411929,57031.56964,134644.8184,22250.68818,15446.61901,21924.48134,2546.131257,180719.4232,1706.548633,16305.33328,2950.325456,116237.6989,1039.633137,42561.29054,30613.3668,5396.408085,2733.862916,84086.65475,956165.8576,544455.8437,91172.17354,1305868.044,48972.95963,1714909.077,145741.7238,43525.56959,3554.221803,868.6205267,459.4197176,12103.38818,673170.2286,563116.3164,31118.66544,498137.7072,46305.36691,2505.556515,85054.6925,8492.706775,2666579.497,4394.483334,357446.8023,1761339.15,5924744.302,5702.121914
T1_P1_V1,pos,cells,sample,vpa,cntrl,p1,8970.596117,1581767.842,4709275.848,600528.2853,54031.04576,30717.05034,83507.20565,342715.1052,344986.0028,27969441.26,1730134.85,245776.7212,127676.5418,169793.5148,892628.3358,2478485.202,56702.5881,2110413.823,793095.2472,23054.67965,4353045.079,114150.9173,29999.44945,5958018.787,39473.29008,8097.136681,503449.9084,962203.8992,15051787.66,3172906.469,3014079.276,11787.01237,187352.6293,464244.2871,545795.1291,1905244.337,6071.472544,36644.77824,44915.98875,266516.4608,161540.9215,67999.13559,15660286.16,70848.26508,7958846.319,436898.6099,307940.5932,77892.03786,31355.85489,32036.22397,103627.8275,8279.307972,313418.8975,2015950.471,34440.78827,5009630.567,302830.5318,35435.18124,340162.97,61477.20489,3049.599579,12846.26322,650.0574802,184323.6612,20820.26822,112461.2087,3085937.977,367095.8566,12296643.87,1367.680233,147322.6858,21050.4693,9484.559068,29016.42858,59847.94288,1115906.019,1848931.454,39497.41611,78256.88464,7146.022761,94720.67516,42403.02294,1351231.122,110873.6867,45651.80642,6072.244741,7862.537882,89848.70155,804778.5255,9848.457485,184965.0674,233789.5941,242705.1766,29486.88481,89650.4639,348637.1099,807562.2885,222375.9225,12315.31228,9652.42908,41734.05045,370420.4418,1982214.452,497324.2293,176827.5732,168900.2529,276193.2014,542964.7722,11242.62259,8399.036137,303546.977,311785.3129,13101.0808,4436079.77,31005.10795,21883.49169,5114.930134,19142.47795,7671.165209,24211.64744,111994.1526,31695.3598,6377.23546,8686.108716,4933.623753,59807.8582,182100.9982,16032.66743,17530.70172,20027.05275,7058.705123,216685.8984,1075.872113,20443.17259,3170.984305,169888.6741,1828.548395,65309.31099,51459.7168,8668.761594,4423.253259,123059.6347,1000736.204,800825.9233,146800.8879,1781407.563,70262.30654,1829942.898,189421.2588,62759.88093,3288.224404,1609.75169,2221.578028,20878.07817,717956.3684,652046.7868,75309.68246,584577.7343,54997.67251,3353.112841,96045.04392,10465.55605,2902218.702,4751.711113,445230.9551,2409204.702,5823204.745,4513.738468
T1_P1_V2,pos,cells,sample,vpa,cntrl,p1,5072.621364,1341375.971,3927543.537,509235.8095,45215.45757,24668.14349,75591.67198,272292.0595,274305.2568,22508418.61,1468803.822,193376.9514,86212.42844,95931.23083,680400.8722,2129825.295,41976.69573,1523856.328,605895.201,18263.26155,3566983.213,109308.6876,22884.55991,4702268.763,34191.24808,5206.428099,389678.3819,782510.3282,12067326.16,2657247.822,2026094.625,7512.474258,148680.7703,471323.0276,589911.5811,1225202.196,4207.666247,20071.36237,32268.5497,235929.9974,125421.2266,94883.58914,13668413.37,60688.39974,6249340.139,355564.2586,200596.8232,60040.23712,17967.79136,33696.44997,77485.57245,7361.171667,220698.9648,1587686.216,28552.04195,4095637.403,238487.4522,29951.63218,222914.5812,45662.28312,692.4458947,7175.846527,1894.356391,132104.8881,11966.9607,107550.8521,2662241.441,298080.1307,9844922.318,697.5297312,134383.5975,18352.56467,7462.196782,15625.69216,21014.4057,777503.8212,1513978.639,33862.73106,77566.50403,,92409.40145,10686.01826,910378.2012,68781.15973,36154.57902,7764.388342,5582.851482,61940.01495,486044.5502,7317.210466,130118.1101,182296.0266,130075.5623,23835.9339,64815.90649,258614.8741,316620.9487,160176.5568,8264.100472,5861.017173,32713.70627,271998.6827,1163255.526,350129.9848,99772.247,107952.06,162838.4133,324787.4523,8846.971641,7322.837906,148571.4675,319343.6996,17645.8982,4082101.417,21110.70186,19405.43435,3344.932247,15575.0037,5200.340085,23512.21679,76563.07421,24254.45371,4082.428603,10376.42001,4628.621649,40365.88211,133957.2347,17210.53415,13026.04537,17659.68363,3307.744969,157393.782,993.7291681,14922.02737,2300.123628,128865.1251,1290.666331,51537.37101,39051.52349,5762.059313,3121.158682,75214.12238,806787.7672,637260.6759,90081.52845,1076627.65,59298.72025,1568221.678,131004.2735,53365.77144,2413.186548,763.4638619,1964.388025,11267.68473,676951.5672,554630.5937,32152.60956,483034.9022,35457.5739,4889.578513,97346.43504,9206.539216,2362170.571,4354.22874,353992.7831,1841229.227,4993438.965,4851.692998
T1_P1_VFA1,pos,cells,sample,vpa,fa,p1,5035.629322,1473677.317,4426693.486,522669.1925,50377.9474,27308.7253,83251.22697,294045.7121,296398.6039,23796339.05,1281561.703,213584.5884,85016.33583,64892.7008,931712.0282,2806790.412,39267.49469,1710141.054,680202.4242,14773.28891,3918618.803,77213.42173,60807.94113,5292258.524,38825.25674,5626.233232,412709.0869,926699.4005,12837842.27,2884297.81,2383847.022,4798.506575,175226.04,481674.8676,633425.2269,912541.4896,5270.093524,18530.58461,32157.72544,254888.2772,151177.8295,101197.7339,15235803.91,58061.11928,6859950.891,392339.1554,213546.0435,68479.26721,12973.51618,32530.94614,85684.53475,6311.373372,163094.5103,1806255.414,23971.90853,4660726.425,286553.745,31650.88743,308328.9927,53892.23974,1816.566082,8846.412856,2195.413474,124234.3233,18215.95417,121441.2944,2952865.043,261896.7885,11518086.88,1209.578979,141971.0506,17968.70411,10259.04774,14578.82922,29091.31281,876947.9966,1728466.808,42846.69699,103050.9452,,91497.44696,10498.88957,1004008.601,59286.06383,36417.7493,7197.799663,7782.822047,63429.1252,573839.1263,10270.94051,76636.77686,146343.3238,75199.56037,19532.73153,70183.64829,116316.8334,406361.9285,173166.4247,9314.3963,5031.077253,33123.96669,207220.6925,772187.3185,128923.2346,54816.67721,24983.31759,56168.09845,238140.7662,11276.79493,7840.660672,6048.476726,1016149.331,28861.3434,4731324.722,22430.73142,9483.010071,2657.255329,11240.02018,4910.442025,23843.30417,35164.6305,17249.65769,3881.678797,8575.472819,4428.473576,81828.11648,128723.27,17416.31528,9393.071807,16540.93703,2344.396778,109140.8359,2214.757884,9967.200843,4566.057061,140250.4428,2048.413261,60224.9843,44399.81249,5675.57108,4144.300074,77854.27313,1032537.208,798619.4223,102117.6697,1341718.695,68831.17972,2436348.958,186817.8585,77819.89147,3163.990838,1449.915734,1874.27788,13160.50455,664803.4991,631711.46,38946.51023,518302.3966,38577.321,9712.512428,120540.127,11886.90215,2825237.472,6043.125677,405615.9841,2072529.876,6275877.181,4686.40647
T1_P2_C3,pos,cells,sample,cntrl,cntrl,p2,2913.687906,1311627.733,4489609.979,554464.1329,59377.60393,24247.62023,79678.21018,308631.6176,310162.9541,28783930.4,1355371.773,217421.151,107640.0586,90170.76702,869540.9696,1768499.032,55261.18939,1663401.174,707006.5913,25045.1277,3421887.35,48715.53545,164827.7264,5353315.703,38688.37023,7028.302171,464206.2852,873332.8027,13556626.94,2982906.058,2601187.06,6098.900386,184018.211,318885.6561,738849.5824,2062001.723,6107.979603,32563.31511,39463.48101,252435.4169,154984.695,73207.32363,14681273.44,58209.53028,5878219.242,366947.305,524487.2543,72271.28435,10467.2897,24915.49417,79610.42087,5862.024033,94481.33575,1588612.079,39748.21403,4468028.935,424116.8041,38407.76335,321405.3123,49860.93218,3280.179614,7342.830761,4315.851252,129567.9247,28120.02959,103464.8279,2948265.801,451492.8636,9259214.773,1351.005963,133054.3845,18465.04606,9695.092615,27749.73344,57146.27782,964943.9808,1579795.61,35581.16585,71637.8804,,61479.5001,36370.63345,988315.2703,100817.9485,30898.13607,9373.569664,7517.864185,77239.7409,699427.3658,3446.581203,61772.61871,331651.1921,117329.8653,40911.78357,66964.64395,93355.38635,1860721.665,214829.3455,12458.60537,4654.040569,27218.00411,561823.3648,1940670.408,88812.48255,37089.91117,24704.54904,45773.07454,740360.3827,13453.70939,6940.13749,5326.287913,1261621.85,40129.79947,3893051.41,26898.04307,6125.100458,6030.266143,22150.44032,14333.56018,30251.77254,131024.264,26328.45739,8358.690834,11302.22386,10820.60046,102170.1793,130608.5863,26263.10457,15422.37304,26767.07394,937.8259103,184272.8152,1085.170679,17730.9449,3367.193573,116643.5325,845.6647276,46237.88646,33616.49714,5669.749688,2647.115283,76102.17857,1095667.071,593088.3865,86498.36886,1343838.382,59401.3237,2380062.406,168251.7813,56719.13962,1890.27386,842.2759104,814.193501,12776.74236,655712.5215,576601.3903,27658.66898,476429.7834,61345.05508,19212.49276,104905.8086,8889.966321,2889189.682,5110.21791,383521.5955,1822130.437,7148990.787,3984.465691
T1_P2_FA2,pos,cells,sample,cntrl,fa,p2,6711.554314,1700437.072,4463544.739,585736.9085,62158.83036,29300.78397,84339.58746,310231.2267,312301.6902,29645919.9,1075671.731,259346.8313,128945.0957,213883.5687,707220.8696,1407744.413,68150.07046,1713785.606,763759.103,28342.6416,3538512.143,90778.02577,45233.3763,5863298.487,33948.56323,6901.294617,459519.9234,729752.566,15103291.79,2591335.331,2647483.117,15266.06306,193950.5691,286663.1009,728817.0326,2576150.225,6996.148325,28296.71258,29641.3542,263262.6001,151547.3834,36260.87845,12597289.91,63595.08127,6872907.898,348864.4335,480609.2757,81900.16498,34135.79601,23307.74641,83046.77504,7595.379483,244996.3948,1607448.705,62125.25533,4431035.125,321942.3113,35971.6027,388174.1988,49767.77773,4050.425787,8247.400307,5258.579629,155678.3219,26871.96585,99688.15397,2858659.117,637790.656,10239155.49,1742.906568,119573.6755,19514.31724,8260.061419,31044.24619,50806.67167,1172834.811,1535368.585,33854.19153,77227.62548,,72336.27212,42342.25324,1159408.896,143926.2977,29853.31725,10521.77533,8249.838406,90817.93248,825551.4568,3133.123275,155809.7097,352077.8662,287468.9085,42220.35948,72636.51882,302213.1207,2703715.095,188280.2143,13109.10841,8007.246047,33816.25612,680628.0734,2455228.049,426225.7559,96640.63453,133721.167,212393.9884,758888.5798,11111.06209,7578.266646,228750.2562,325297.1769,29528.1096,3952262.611,31248.41676,22298.27379,6615.421984,30125.83499,18046.54805,27502.14602,149095.4289,25531.71478,8263.336067,12567.3985,4955.564263,58300.48572,184809.8655,23579.75214,16456.59177,22473.83197,2676.81221,212877.0171,3021.818878,19382.02238,3586.591903,134417.2475,782.4352991,44496.52925,37413.29422,8183.412167,2980.263697,93791.97004,990633.1473,546838.3414,89806.09982,1498876.005,50212.53965,1875577.829,173770.1489,51545.81347,2455.41308,751.6447466,542.8788709,16369.35086,678471.7373,613191.7199,29114.21987,506634.2837,56619.63283,23667.33051,106453.7144,7369.384886,2899841.26,3969.893752,395060.6773,2110666.337,6367844.657,5175.149117
T1_P2_FA3,pos,cells,sample,cntrl,fa,p2,3472.043443,1451072.38,4252468.794,521337.3307,59191.89445,24285.48561,74123.839,274171.818,275958.7008,26932502.68,1066488.375,211548.755,97449.36017,126976.9923,807250.1874,1432764.031,35516.05195,1440066.467,667468.8252,20981.23763,3405467.744,27204.98024,54363.15298,5177377.993,32456.34703,5615.873762,317459.3658,757041.8971,12513441.52,2696741.23,2049563.137,6987.452874,175536.3603,357282.2903,548127.3523,1564397.38,5563.426042,50254.88306,47677.55144,261197.2532,138113.6357,66487.48811,14143296.47,60701.48275,5010423.588,365691.3097,337343.4548,58004.5437,14765.87579,25704.49095,73435.52401,4584.983299,130539.4364,1507941.654,43039.99859,3896908.683,437187.7404,39432.93005,205961.3198,41594.47652,1881.053149,3942.205417,2694.100588,128106.135,13609.08071,97975.18462,2517584.854,473391.3715,8659993.162,707.327065,117963.9595,17753.22253,7820.438629,13886.20822,20056.1874,872972.8662,1332623.679,32836.0265,119779.1973,,82655.33797,20204.69968,844768.0076,81548.44996,25055.22738,8056.816492,6543.520558,69387.3861,589867.1212,2833.079384,93991.55232,249996.8958,160409.1229,30103.30776,61481.03645,152511.2413,1382139.01,106530.4901,9335.243795,3669.092996,25925.06066,331442.0417,1565496.281,182536.1714,32818.20673,55352.95161,71966.46586,558868.3355,10168.23925,6236.785546,6862.619715,528290.4073,22962.79513,3799204.973,20591.62816,14134.50666,5585.719279,22065.34457,10713.43508,29981.11039,101946.5519,33085.53639,5900.307347,4970.767335,4428.469288,59330.73291,113610.0822,26485.80106,17460.9452,26507.44834,208.8281641,166792.0414,2998.69448,15683.94566,2445.548022,117118.3861,1648.959482,56521.00299,39888.98968,6048.327358,2821.542882,73840.49732,980154.8321,582487.612,82297.76239,1152790.914,57690.24607,1775039.468,135387.0035,46172.28867,3449.629383,1196.540988,702.9615037,10270.91909,661125.3976,568933.3242,38427.53038,449292.7767,31380.98911,13757.7618,86411.85512,9131.279778,2552311.788,4959.060654,344582.3121,1700098.89,5849858.517,6783.236866
T1_P2_V3,pos,cells,sample,vpa,cntrl,p2,6627.654593,1335861.759,3822965.108,499979.8158,43397.86015,23700.49891,74248.31452,274182.8112,276213.2177,20656028.47,1438366.05,197128.8301,88738.03422,76053.51482,749556.3292,2203807.729,42391.75113,1507979.435,643909.0428,14161.42351,3632719.565,79210.77509,25045.17364,4800403.045,35920.71218,5936.049903,423470.3914,712914.9056,12014451.03,2446903.484,2091708.841,7785.420074,147618.083,438718.6779,611455.6936,884421.8522,3669.588943,32318.09602,61329.05982,224738.383,126531.0625,110503.8917,13121570.12,59471.21881,6710962.873,299666.3617,150586.0655,61642.4702,18409.86256,32631.12252,78119.53971,7391.513345,234043.6479,1523602.214,28597.41148,4144712.322,249023.6863,26647.76299,257741.305,46129.16025,1374.133604,8068.607513,901.7418363,133383.4559,15581.84054,109691.9318,2731279.406,298527.9595,11586415.03,1052.785932,126999.2853,19718.31388,7227.370946,15361.34418,24810.8634,790955.2552,1551609.852,36736.41471,125643.0753,,86224.70818,12944.39851,960836.6069,63205.82704,36818.7748,8038.286172,6582.645935,61229.00423,529603.8659,7540.973018,117569.9382,148507.111,97063.37167,19369.99437,68010.19118,224483.4453,366948.3426,173717.564,8421.769611,5230.394664,31251.69652,180949.7722,864231.9746,285241.2851,64629.17763,84524.2218,105783.7004,232128.3359,10887.70704,6495.94552,37673.78361,483688.9188,27813.19187,4338659.142,20114.95368,18838.17586,2496.052519,12213.93671,5538.198461,21853.52774,69186.22294,23839.55953,3380.723548,11744.17658,4819.128075,66026.08216,154244.6553,16876.49701,14410.18383,19650.58234,2129.883285,154898.3795,526.7628308,14929.31444,2744.296368,123479.5269,1939.993062,59940.56208,43598.223,5417.868522,3499.750878,66204.47966,821135.415,730735.308,81470.82326,999393.0497,65537.54022,1709258.746,131835.8784,55674.29246,3108.211217,1425.932322,2465.965494,14070.80922,666696.0119,640190.554,36262.21555,561009.435,34850.48479,18810.46231,112649.3119,10987.07406,2614025.355,6005.527926,392500.8016,2034625.731,5648424.286,3889.743791
T1_P2_V4,pos,cells,sample,vpa,cntrl,p2,5420.454225,1448111.636,4467135.48,542381.2779,54612.84181,26546.36817,84141.01417,304772.8178,306449.2807,28880651.42,1618765.183,207948.2409,133777.4877,165293.7256,901717.5855,2407651.209,58126.75671,1866444.591,680321.5599,22029.12295,4042407.617,160439.5364,58865.21321,5103935.868,39228.27197,6509.586892,510095.696,1015714.347,13064117.37,2993505.317,2462294.734,8992.21966,185556.4693,446024.3068,634175.8817,1830196.377,5000.393053,43481.52512,56087.48606,247268.2318,149986.3401,98308.30364,14369518.89,59076.88018,7250199.632,382791.342,386195.6409,68668.75378,18886.76044,33741.82104,88636.62207,7600.806838,235023.0863,1683677.103,27025.75648,4706772.337,229177.0057,31420.26811,290897.4544,49943.61002,1748.95102,7627.916459,3314.208437,133644.3803,19660.94908,103187.7013,2926360.369,270699.5341,9629526.013,1365.238406,147809.4497,16926.19246,9028.993466,21756.43868,37902.14741,933745.5791,1720257.615,39390.34624,20320.23975,,83102.67168,20458.33901,972638.0663,95972.52471,39882.6915,7760.465221,6639.501773,90875.63864,643580.4663,6633.196136,91390.38518,292639.0038,212555.1885,33904.1011,78346.32753,166495.1187,509214.2082,240730.6017,10839.84223,6980.539038,33682.73724,419839.7518,1788189.252,191818.5272,168454.6685,54722.05588,70055.05293,620761.8091,9164.182787,7343.130083,9297.074943,662196.2522,18470.29405,3760000.18,26073.57015,14481.85768,5375.359089,20632.35944,7773.036627,23455.35965,119593.9404,20568.59826,7409.217904,17185.11962,5468.945415,59455.46897,141180.6885,16535.98107,14580.77926,17746.09797,5610.908966,192717.6714,640.4687152,17714.55711,3784.467846,182164.3235,854.9706253,45506.98093,36678.06006,8368.515527,3201.126492,123538.8907,1099783.63,618115.9703,134681.5547,1879170.646,56835.31549,2080452.834,214457.6184,71926.01623,2314.649038,1081.137582,2247.189217,14579.06549,670846.9106,556998.4215,28202.13404,488789.4857,46684.20225,9431.039218,128929.0765,7699.896599,2596247.04,4447.413293,394354.6116,1930845.596,5792343.101,4083.769549
