Samples,Mode,Type,Group,VPA,FA,Plate,VPA_FApC1,VPA_FApC2,VPA_FApC3,VPA_FApC4,VPA_FApC5,VPA_FApC6,VPA_FApC7,VPA_FApC8,VPA_FApC9,VPA_FApC10,VPA_FApC11,VPA_FApC12,VPA_FApC13,VPA_FApC14,VPA_FApC15,VPA_FApC16,VPA_FApC17,VPA_FApC18,VPA_FApC19,VPA_FApC20,VPA_FApC21,VPA_FApC22,VPA_FApC23,VPA_FApC24,VPA_FApC25,VPA_FApC26,VPA_FApC27,VPA_FApC28,VPA_FApC29,VPA_FApC30,VPA_FApC31,VPA_FApC32,VPA_FApC33,VPA_FApC34,VPA_FApC35,VPA_FApC36,VPA_FApC37,VPA_FApC38,VPA_FApC39,VPA_FApC40,VPA_FApC41,VPA_FApC42,VPA_FApC43,VPA_FApC44,VPA_FApC45,VPA_FApC46,VPA_FApC47,VPA_FApC48,VPA_FApC49,VPA_FApC50,VPA_FApC51,VPA_FApC52,VPA_FApC53,VPA_FApC54,VPA_FApC55,VPA_FApC56,VPA_FApC57,VPA_FApC58,VPA_FApC59,VPA_FApC60,VPA_FApC61,VPA_FApC62,VPA_FApC63,VPA_FApC64,VPA_FApC65,VPA_FApC66,VPA_FApC67,VPA_FApC68,VPA_FApC69,VPA_FApC70,VPA_FApC71,VPA_FApC72,VPA_FApC73,VPA_FApC74,VPA_FApC75,VPA_FApC76,VPA_FApC77,VPA_FApC78,VPA_FApC79,VPA_FApC80,VPA_FApC81,VPA_FApC82,VPA_FApC83,VPA_FApC84,VPA_FApC85,VPA_FApC86,VPA_FApC87,VPA_FApC88,VPA_FApC89,VPA_FApC90,VPA_FApC91,VPA_FApC92,VPA_FApC93,VPA_FApC94,VPA_FApC95,VPA_FApC96,VPA_FApC97,VPA_FApC98,VPA_FApC99,VPA_FApC100,VPA_FApC101,VPA_FApC102,VPA_FApC103,VPA_FApC104,VPA_FApC105,VPA_FApC106,VPA_FApC107,VPA_FApC108,VPA_FApC109,VPA_FApC110,VPA_FApC111,VPA_FApC112,VPA_FApC113,VPA_FApC114,VPA_FApC115,VPA_FApC116,VPA_FApC117,VPA_FApC118,VPA_FApC119,VPA_FApC120,VPA_FApC121,VPA_FApC122,VPA_FApC123,VPA_FApC124,VPA_FApC125,VPA_FApC126,VPA_FApC127,VPA_FApC128,VPA_FApC129,VPA_FApC130,VPA_FApC131,VPA_FApC132,VPA_FApC133,VPA_FApC134,VPA_FApC135,VPA_FApC136,VPA_FApC137,VPA_FApC138,VPA_FApC139,VPA_FApC140,VPA_FApC141,VPA_FApC142,VPA_FApC143,VPA_FApC144,VPA_FApC145,VPA_FApC146,VPA_FApC147,VPA_FApC148,VPA_FApC149,VPA_FApC150,VPA_FApC151,VPA_FApC152,VPA_FApC153,VPA_FApC154,VPA_FApC155,VPA_FApC156,VPA_FApC157,VPA_FApC158,VPA_FApC159,VPA_FApC160,VPA_FApC161,VPA_FApC162,VPA_FApC163,VPA_FApC164,VPA_FApC165,VPA_FApC166,VPA_FApC167,VPA_FApC168
T1_P2_VFA2,pos,cells,sample,vpa,fa,p2,4182.601624,1336358.108,3866883.673,490758.9212,41016.10041,28162.47878,83686.30994,258939.1222,260364.0608,22258125.85,1140940.354,179085.6221,101936.6117,77311.71456,792390.5903,2315199.828,4923.983968,1411963.134,569838.9708,14809.19595,3551091.175,94644.43648,62961.42991,4583167.496,35594.23486,5026.515997,377163.2459,791521.527,11207451.67,2443297.796,1563549.526,4906.122064,129574.3205,480611.383,609754.4281,1027216.649,3082.45589,19490.5507,31901.76837,226781.2311,120249.8963,80664.87118,14413841.41,52470.59163,5850954.283,354786.5194,196284.182,61691.80492,10236.6999,34109.33499,69184.71455,5296.953828,152683.6372,1418414.753,22696.49056,3929610.477,257874.6712,29949.31185,206230.6522,44717.59614,1301.130185,3256.949353,1982.755689,108526.4234,13519.03259,103520.8438,2550638.525,230969.3154,9567970.01,326.0595403,127047.4499,18463.49564,6483.375345,11312.88805,17498.28795,705626.2057,1433833.189,36543.60086,119036.8476,,95780.55302,5275.888388,842313.9887,51175.34322,30335.8274,8271.333601,6516.146957,64002.46785,446947.6001,8494.558705,79823.73356,178897.1007,103693.4024,23753.3978,61669.4155,131266.1275,295498.4295,152970.1279,8069.297622,4146.185451,28868.03119,180760.7466,1041654.449,134853.0521,79706.04642,28814.55896,57807.98876,303881.7555,9599.317925,6002.609523,9243.981396,876649.6641,19205.64067,3941780.671,17458.3862,8961.2606,3049.781577,14426.51691,5051.553189,23741.80837,82062.37934,28196.84922,4926.426783,4061.660174,5112.379388,97057.7988,93879.02571,15379.78032,13036.05106,18191.00285,2383.616947,149111.1652,1220.63831,13650.79237,4787.836567,127459.1548,1024.100371,47095.18344,35804.56161,4176.80688,2619.287725,77127.66772,813347.4902,618396.6526,101212.8105,1236884.922,56560.03328,1789921.786,156605.7575,62290.82111,3648.465094,791.4561794,2226.24092,10788.3659,682340.5931,609932.8364,32333.84318,500703.1719,39227.89331,13027.74367,121921.2465,9637.571582,2506766.376,5052.154569,372209.2617,1867148.48,5499674.384,3061.281052
T1_P3_C4,pos,cells,sample,cntrl,cntrl,p3,4267.861215,1246132.674,4018296.243,523288.3402,46806.32465,23407.96391,79149.99518,267739.1311,269055.2677,24066839.06,1240878.137,202234.3535,104860.977,121082.8242,720252.058,1406850.687,44235.90609,1467276.625,604303.4382,24376.41795,3249054.763,115224.9284,82026.8042,4825800.932,32542.77055,6244.170902,455415.7491,764739.8541,12424084.89,2619471.969,1964258.192,7283.124551,173594.6936,302134.5334,788323.8039,2009093.045,4254.212133,29678.84326,42830.82158,243237.3143,120842.9372,54722.63371,13087055.8,53683.8152,5589518.714,293503.2741,443945.6196,68006.92575,17056.37392,27262.26597,67319.59276,5236.30937,154840.7727,1223486.888,47424.65324,3981556.922,261350.7965,29426.09368,260449.6355,41082.11689,1946.902115,3459.214839,2596.433805,118197.5897,26458.10552,90956.50524,2524445.337,493267.8618,7801263.894,595.44264,120898.9643,17751.49021,7198.69147,11961.74351,20641.1833,793017.0416,1383563.294,31349.3586,39426.23613,,51533.32346,7976.58953,936729.5577,103669.5902,22695.97439,5322.543405,5185.649897,73984.49292,552905.2107,2394.324959,75550.28789,338068.2095,161552.0414,39642.75671,52709.20873,125990.8804,1378528.958,202144.5986,11564.92444,3133.262649,22514.68812,562872.0808,1849675.386,129727.0096,73937.30407,31011.36443,55716.7975,632384.0202,8245.169974,6492.499425,8497.671264,965756.6027,24093.30603,3248284.261,25301.05667,9532.872309,6251.833143,26327.79637,11786.92189,29412.32161,136417.072,19176.45425,7871.998933,14107.18166,7906.008413,83689.21038,129280.3646,18456.31286,13374.60932,21653.86992,3157.657008,163870.554,579.202236,15500.81506,2639.667777,98926.66615,387.9218991,34326.40215,26184.12098,6413.639752,2090.904959,74727.06689,853238.5538,431236.2736,78000.98403,1162199.861,42603.35731,1720698.831,133551.9097,46015.11398,3171.181861,570.657183,633.2048902,10414.9781,611831.7645,552542.1026,22711.14649,450848.1057,51231.79652,15213.29521,113146.1083,6176.382675,2529344.736,3808.420785,349226.2951,1639296.066,6013216.783,3380.340732
T1_P3_FA4,pos,cells,sample,cntrl,fa,p3,5266.789179,1628580.33,4491497.474,571300.8462,53779.84334,24280.93089,78704.02757,323053.5965,324501.7124,31974435.9,1030188.459,230498.4536,177092.388,255444.7955,804314.03,1504296.059,52455.03905,1613793.714,684299.602,30515.35632,3480439.819,189900.6608,98077.67001,5413352.5,39768.14,7922.067323,573505.0385,841321.2733,14081373.1,2678466.504,2420062.839,12378.82776,207300.1901,330136.9928,982570.604,2935893.044,5345.575101,28155.2728,34851.12725,258061.8053,151838.6269,71706.71747,13259540.35,57683.32723,6811053.987,315068.3185,749894.1443,75729.35787,22982.37602,29905.54315,77826.13147,5942.621801,202718.6914,1532291.616,50795.00271,4447379.807,249664.7218,36982.19273,321084.6176,44923.809,3052.151061,4780.276091,3283.478683,131724.6727,29308.68354,87770.97808,2784174.106,531593.8736,8368204.111,398.1004798,132556.5496,16413.90573,8995.307372,18660.54063,31851.97717,1059604.541,1574321.6,34258.58621,38522.67199,,59356.39033,13475.24906,1158114.789,158213.4324,25929.21477,4959.620439,7061.082548,121482.2067,715905.8791,3346.775719,87049.78401,548270.0954,329208.4035,60561.00339,63373.43887,148930.3225,1939810.673,280076.1372,12299.00171,5750.874851,29094.23039,800160.2519,2785204.492,165425.5549,121624.7288,43341.45213,66741.0462,1091011.223,9449.516908,7536.301273,7644.873347,879719.155,14733.93135,3208509.982,32994.23438,10961.36467,9228.300921,34931.39194,16436.75773,29420.56756,216860.3586,16410.12186,11809.35375,21414.68189,8199.723677,89992.73812,166249.9909,21084.84164,19120.9248,23467.01497,7293.28991,225962.628,1274.953496,20908.98615,4585.695804,140405.844,443.7839699,38001.93763,30498.68422,7373.580519,2052.901771,116564.0544,1172608.013,470521.4076,113646.551,1822305.476,44850.92219,2183117.673,199106.4819,57307.80884,1889.177499,1061.404066,699.5548515,13702.08015,667907.9624,628090.5807,23410.9187,501941.5944,63739.43159,3658.824575,106508.9263,5993.82705,2861859.854,3432.7425,392361.8138,1835831.026,6866120.414,3430.944683
T1_P3_FA5,pos,cells,sample,cntrl,fa,p3,1911.185478,1595543.012,4640584.168,552153.7266,62062.73168,24991.7214,77355.93512,313891.8522,316151.1685,33011330.51,1038963.831,225675.24,162497.9754,134260.5282,801497.6324,1563622.284,51607.2849,1604129.571,682417.7405,29762.02846,3484439.729,117177.8992,224839.7826,5301097.93,38575.3767,6183.853103,455564.3878,840636.1144,13555877.16,2727967.173,2462752.023,8423.979041,214932.3424,277509.4024,666541.5838,2614267.291,6297.026531,31120.81273,41612.80434,258406.2744,153214.0679,72041.08866,13764076.02,53635.54873,6579851.21,321793.8385,716342.3251,81430.90294,11200.19722,21339.95219,78482.54305,3826.873834,85810.87571,1425966.418,38100.07817,4343874.758,305991.0078,40286.42448,388930.6408,45421.11327,2852.694551,6366.943811,7353.260245,113903.9875,33402.7002,95650.21696,2710783.536,411992.1382,6728958.346,951.0124105,129737.5809,15131.71694,9183.945365,21654.47943,52844.53034,1076197.098,1504168.158,32185.58421,38969.73603,,52671.20203,17749.3672,946899.4628,130532.2411,27229.16898,9235.760969,6970.211011,113643.9349,719778.1929,3249.716848,59391.44174,474597.4099,167262.3297,54962.28395,62262.22562,88370.58756,2046054.809,217748.5877,11953.01879,5221.282629,28547.7548,942481.9364,2463490.696,78096.873,74237.19544,21064.15175,40534.23116,987118.4623,11938.21887,6765.790028,4426.592697,1216005.514,24638.98485,3349086.989,28260.13124,7243.279967,7239.451907,32659.1384,15854.62016,25992.61153,179525.0507,23907.057,9725.261324,15103.50378,5688.91204,95275.16566,142857.4894,19324.54926,15330.40655,22905.60779,3632.71502,194253.6484,1354.13938,19460.26321,4536.057259,144259.3608,659.5076126,35601.02094,28530.25667,5977.158702,2220.684443,106043.9934,1217950.904,484107.8327,112373.8599,1919475.268,47444.88478,2479042.962,235071.5481,63686.91997,2859.754521,406.0741112,264.2466612,15172.93678,623672.5457,574996.7688,23214.99716,472564.5537,57141.42944,12257.48116,106841.5294,5886.722461,2795930.373,3580.988936,375878.6506,1764645.15,6844313.627,3537.393556
T1_P3_V5,pos,cells,sample,vpa,cntrl,p3,6781.214966,1349364.083,3916843.697,512222.8856,47113.43253,27478.83014,73659.39382,281976.4454,283474.9564,22398383.46,1501019.749,208971.7772,84446.28552,87369.72117,671585.9,2215622.534,49873.63254,1529208.242,643849.7472,16165.3413,3739121.079,95464.58254,21236.26076,4941127.216,36416.96319,5699.451416,426513.506,782452.6505,12396048.92,2681808.073,2260555.72,8221.207145,142181.3004,450025.0132,621177.8374,1028938.062,3901.895904,20280.00637,37350.28122,237500.5447,133829.3654,97386.33242,13896720.01,59757.80111,6631347.976,346851.543,178087.9863,59063.84073,20444.52974,31771.36083,83274.9632,7500.369357,239817.363,1617554.374,29178.56284,4255451.478,240150.1015,30557.52555,232234.944,48422.54526,1234.300593,7542.645286,1322.123274,138000.9073,11863.69605,115061.8136,2782220.169,303513.8739,10958725.35,1001.744977,134939.2822,19031.80876,8463.225998,18418.66885,25685.84448,868386.9661,1575393.504,36145.41566,100420.9722,,87272.45163,15320.49882,997230.5351,72482.24479,41230.54152,4926.643823,6170.716643,58476.41595,532590.2628,7643.106655,130776.4245,165086.3114,120957.853,20998.35075,68952.3303,248376.6853,333887.3347,174993.5837,7684.103036,5209.485595,32806.15385,236546.0013,999839.9011,338611.2084,70846.77795,100831.9545,147393.8693,270531.061,9885.037384,7227.532747,123940.3796,348693.0008,14513.94109,4450080.136,22340.90097,19197.84634,3116.427274,13083.27546,5940.799633,22016.28445,67136.52318,16039.30495,3703.068106,11416.0586,3955.325424,50909.75137,151020.7558,15375.54919,13945.36114,19346.94732,2357.241447,154050.7952,803.076603,14308.76786,2886.919989,131412.6537,1787.728722,57231.92425,42917.43862,6496.319864,3347.241557,67160.90838,892263.9157,695464.3284,83065.61731,1020912.92,62790.02036,1933132.181,135074.4625,61274.56937,2358.866895,1015.941755,2446.803486,12223.00365,716508.9987,613067.382,30513.64385,514880.6407,34429.23919,6032.121995,92663.64783,10163.60187,2596420.986,4849.13845,393445.6454,2025907.62,5540386.434,5794.843996
T1_P3_VFA3,pos,cells,sample,vpa,fa,p3,3401.587165,1609435.196,4590176.6,550554.8939,51078.19855,30731.94995,84005.28128,317190.6529,318751.4987,30274836.81,1286060.101,231971.8892,146156.0714,124040.1207,881900.6527,2554494.906,60911.85185,1898944.542,717200.8407,21877.04,4113932.367,106667.0575,145219.1124,5437260.153,39069.63356,6832.478183,551592.7145,940924.6485,13670887.6,2792472.5,3057407.393,7170.349753,179566.2856,362203.658,604180.7793,1820967.542,4634.032374,20818.98068,32718.30628,245155.8246,152349.6325,49192.39831,13983165.26,62732.38587,8359652.786,403207.0326,444798.621,92864.45625,10910.05222,26945.70612,92672.86556,4600.146564,106516.3532,1593459.016,20109.40747,4945011.753,286645.5613,36028.75534,432552.4382,52909.84614,3206.753017,11784.14237,4441.72657,130084.5438,24741.50758,102397.7731,3059965.876,227705.8142,9771915.532,2126.568211,137164.249,19175.38654,9586.076409,38358.62598,78354.05678,1046235.522,1810337.161,43336.92043,26301.97031,,71537.70294,51534.77269,1044411.723,95341.87008,40331.95018,10003.72002,7611.020317,105087.644,700688.9004,10491.69775,69300.32946,337507.6492,139201.4446,41153.51232,73984.7569,99157.7612,618874.1874,254121.6296,9162.647889,8100.11786,36583.17994,356776.3998,1750920.944,94358.18609,119005.5388,23262.98105,47137.2318,639688.6168,11276.70392,7933.930643,5922.881468,1146645.598,19181.33137,3816884.371,25984.19364,5325.11573,5762.075154,21454.62521,8447.991743,19696.80162,133175.9528,27609.64727,7626.873453,21070.24005,4565.945308,73685.24371,148872.2496,16891.28634,16785.49246,17875.66296,3581.98799,211151.3919,2246.044084,20438.59181,6147.836377,165200.2729,1438.198173,53180.79036,43076.97878,7572.713963,3324.410047,117479.6664,1189120.111,719732.4462,139910.9884,2043664.668,63411.06147,2556865.726,260599.8028,84777.22239,2218.079925,1133.295814,2344.826474,18362.94351,691391.6711,619474.1852,27010.34966,526193.9521,55402.6265,7053.050716,129501.3499,8528.278083,2915740.282,5895.122817,431335.5916,2181893.463,6853678.515,5884.526875
T1_P3_VFA4,pos,cells,sample,vpa,fa,p3,4600.846496,1424469.625,4380764.587,509584.775,47108.24006,26157.06909,86043.62142,295943.8697,298184.2157,22303805.95,1239195.759,196359.6199,102691.7382,62123.39482,870751.031,2483118.801,33166.87637,1606937.755,645379.5616,14390.32864,3861707.509,50903.29254,56920.56834,5001546.614,34663.06168,5364.536124,404806.1098,899693.1276,11721209.16,2856361.833,2100469.717,4683.235292,146267.4437,462408.3482,704675.0222,909827.0959,4041.750539,29798.14104,42626.07259,251373.8998,141663.143,93093.52891,15457351.63,58246.69476,6212052.647,340302.5406,194674.0902,59235.70448,12006.35523,30805.01816,84485.22899,6402.014497,154640.1305,1636721.088,22252.43477,4438856.635,320645.9494,31364.51023,263454.6216,48410.18544,1576.383323,5867.15192,2286.905393,121449.2006,18202.60429,120547.9343,2883070.656,245521.4079,10515769.97,866.7237682,144263.498,20812.3559,8552.854747,11905.73132,20624.68111,865424.8694,1618745.95,42601.77733,130420.202,,83282.97311,5929.089115,957890.6291,53947.33401,41488.58078,8606.170384,6359.516023,73430.63387,548831.9527,10204.23531,76019.20618,150651.5714,74999.91238,19520.24892,67060.39102,126394.0513,304129.5772,178829.6231,9101.482716,3434.535891,31088.32753,285423.7564,817646.5531,135662.0646,47187.01593,25210.92828,57683.57702,248025.4746,9692.623642,7397.986715,7733.319684,1136237.214,18535.78492,4550676.119,19985.38607,10174.37274,3071.626751,13275.88908,4280.49048,23991.25969,53977.85639,28211.93909,4475.9986,5931.293262,4592.488826,90557.68615,136576.4396,18671.46587,11039.99102,18050.2515,1537.050019,133232.9129,2424.21585,11820.55975,4595.987087,142920.5281,1623.69447,56721.04286,42064.79778,5951.83899,4337.858023,64482.12756,875029.3381,780479.0361,78700.84941,1055613.008,69565.45085,2270941.706,153815.7955,75748.97559,2302.041993,1817.459859,2604.144565,11555.16965,676088.828,586474.6805,40594.44934,507897.3341,40892.35547,4082.312828,85255.37053,11737.17739,2683868.855,7223.180608,392440.093,1875633.312,5848937.856,3269.611356
T1_P4_C5,pos,cells,sample,cntrl,cntrl,p4,6270.387287,1624264.117,4744712.305,586149.6646,60753.42773,26730.58375,79167.88599,364601.7732,367175.2005,29918558.96,1388390.482,268230.9149,126501.2189,216374.6111,824531.0488,1436697.026,45042.26486,1988112.476,742794.2904,28605.54232,3615187.985,57817.45162,58398.78004,5802440.121,33320.47846,7847.560408,559288.7822,865480.965,15035242.84,2691351.431,3179096.585,11739.66401,224104.6358,261952.9495,764051.3835,2462693.773,6197.527141,25311.05804,36455.72819,262819.0587,163525.8703,71289.45628,10536101.22,58499.60946,8424134.698,326002.7317,499928.0114,91769.73497,43214.96912,18641.61658,92021.37808,9339.495915,265394.572,1592017.459,52114.27952,4877588.88,392607.9548,29881.49031,477503.8757,54246.96043,6468.569355,9563.968544,2141.302211,142648.5329,46948.77146,100721.5496,3066526.645,551665.2465,10721147.76,2163.646643,144126.6245,19169.8332,8874.415748,55361.10241,110037.2123,1210640.697,1700437.428,36957.07708,49406.55028,,62971.51986,103997.8357,1322874.188,161924.0127,35322.36163,7786.045727,8141.046018,90938.57429,864000.7094,3084.372148,125187.9551,357878.31,316209.3238,42836.73047,76211.93052,239140.5082,2845776.139,250063.0895,13768.95106,10210.22041,30736.11926,892952.3473,2632968.279,300481.7056,151829.8301,87668.46716,118724.334,891455.7887,11531.32741,7127.426351,54150.59368,610226.2247,25666.05336,3955604.32,36873.88852,18356.83354,7175.820031,30750.34945,19343.24819,24871.66587,179281.0569,21364.31579,10017.47663,28148.81494,8859.383081,64805.20854,195375.6045,22643.04381,16661.08585,20789.67713,1512.379724,230272.2463,927.3413901,21017.17717,3104.282056,144553.5801,681.6673032,40358.49817,36393.18357,8100.269275,3070.603196,108134.0365,1194333.321,569491.0076,103661.8042,1788754.668,54436.79516,2177010.48,204520.1882,56214.42723,2399.210324,412.7708113,619.4511009,18410.48175,623565.6158,558194.2862,22756.9371,499459.9061,101456.3946,14891.65248,133600.2558,6062.213593,2813869.091,4371.855818,399493.0379,1916495.617,6742597.604,4438.272557
T1_P4_C6,pos,cells,sample,cntrl,cntrl,p4,2554.70926,1364147.063,4578562.142,552048.5119,57924.04308,22631.42631,82392.05462,325155.5966,327196.7555,27804272.16,1347191.283,219404.0881,101513.8555,95567.48119,825995.6387,1656140.43,37000.84548,1615039.988,673405.6939,22776.74823,3419470.498,80908.30117,133202.5447,5286888.956,35195.58502,5527.692148,477302.3783,882957.1207,13185997.22,2925024.993,2454490.897,7090.401923,175695.7439,318418.5547,923700.4114,2050834.768,5972.191385,19548.71146,28064.88906,264352.0128,157223.1779,71074.63774,14570231.7,56274.24599,5813566.321,294811.9672,502856.4525,65938.34332,14755.51818,26035.93185,82335.22211,6866.410185,128150.0426,1637773.588,39988.31711,4424339.527,349987.2254,34355.9501,281776.8979,46833.03188,2533.133586,6740.46268,3958.99692,123760.1949,32198.2323,102514.7141,2892195.908,468953.8263,9091501.282,1412.476189,143460.181,17478.83944,8858.138978,25323.94601,47611.48978,952133.1464,1639915.19,32191.54862,73167.02352,,57342.34123,25936.05897,1041249.819,103124.5389,32504.96691,10011.92943,8437.879089,74403.32811,678472.4786,2825.033968,71548.96246,304564.4619,123182.0709,36217.64091,65748.22129,108361.6382,1610785.557,221579.8285,12232.34234,5515.811473,26836.34423,625122.2571,1623010.113,109881.5089,86586.7349,29852.44658,52300.27025,573328.4621,11465.06195,7854.058028,6137.710666,1450434.89,23094.56097,3862122.173,27165.49797,8388.842357,5690.079885,23345.5515,14273.40796,30103.74073,133208.7281,26145.76959,7601.336627,13302.58354,4923.556178,99019.29713,148115.4275,19488.58972,15664.46062,20801.90301,2296.203561,186444.4659,1236.68549,17504.65546,3122.559831,132896.3738,731.8698599,45877.0218,33774.58069,8484.150901,2386.27736,89803.477,898751.8317,578072.8346,95656.8307,1497658.753,56426.76947,1893196.427,185298.4474,54505.91058,3398.830091,1053.398152,566.8867589,11057.37688,608336.4089,545818.3404,28244.88117,465116.5166,62197.12893,6214.804209,107207.3766,8933.553328,2712135.359,4856.320208,363626.5237,1675350.832,6621626.285,4181.192241
T1_P4_FA6,pos,cells,sample,cntrl,fa,p4,4856.242052,1593747.412,4675451.306,560667.4192,65862.89989,23153.72352,80080.6145,339245.194,341618.0767,26834849.76,1004290.478,228330.6329,115437.8781,142599.3547,797526.4148,1586077.505,51750.99476,1633486.284,718841.7356,25438.62935,3415914.194,102667.6602,69362.60734,5439780.818,37412.305,6047.029524,497112.0841,834298.7569,13707647.49,2832265.858,2429896.096,8545.568929,198192.7081,313369.6511,910790.4472,2078275.738,6838.2929,25103.69169,32769.48454,261759.6896,155287.0018,70688.31736,13934292.08,61130.79124,6051213.649,294218.5067,486790.8761,73059.07012,26619.6787,26854.26136,80846.62246,8215.997248,198488.7078,1647671.977,49384.69559,4434279.578,314745.2237,32114.07468,315891.7685,47357.8646,2944.389343,5840.617925,3605.741779,130127.3735,37436.96198,103895.7929,2911641.982,544756.8309,9684425.372,1393.020549,137032.3789,18659.09169,9894.430604,19336.20989,31614.34542,967457.1654,1578741.857,35396.23413,81915.45477,,53736.86102,15029.99067,1082794.066,109735.8689,29418.46099,8198.450992,7626.924502,75914.36007,720326.3837,3680.37607,89665.62428,327477.8211,189028.7535,39796.9414,65567.87412,158028.3056,1658108.12,236877.7308,13079.50652,4858.300895,27589.59565,654182.4624,1845299.692,176157.4244,93143.24247,51914.18567,70643.05725,633091.6562,10270.91012,7678.239865,7648.740185,1007929.04,25775.54676,3847031.84,29087.06896,10951.00639,6433.113694,25260.5533,14537.75673,30429.46718,148193.9157,29532.98996,8697.670911,17029.78007,9300.045594,91009.45466,168466.5048,22372.8997,15844.31164,24296.81116,3173.329095,198373.8591,1466.88657,19300.28964,4884.537982,131600.4625,1256.470737,46251.12547,34678.49022,8060.114834,2840.150945,87600.85114,1068481.121,581251.2171,88308.26639,1427880.105,59129.84779,2223782.109,177978.1546,56911.37161,3132.546653,976.5231621,697.9246817,12413.3314,638438.7116,557737.2096,28066.706,485385.8837,68743.69633,14376.25259,85533.40172,8894.185338,2883972.355,4301.166433,383079.2247,1784488.42,6947219.211,3813.054326
T1_P4_V6,pos,cells,sample,vpa,cntrl,p4,5171.384622,1358846.595,4016750.854,507402.5275,45669.81262,28296.5073,78697.14802,286853.6243,289232.8098,21426023.06,1469359.818,192742.9272,87079.80092,70775.78554,792956.9556,2226210.559,61633.49817,1511982.03,584485.0667,12832.72681,3753065.226,73844.243,40210.73068,4660639.038,37736.73772,5651.710955,420616.037,839167.6675,11788761.07,2409965.594,2162009.437,5463.898016,139359.3526,425097.5176,603306.3555,838516.9253,4023.471411,14615.91646,29128.70163,236339.4976,127525.8974,98847.82876,12595903.28,53544.36008,7066505.245,292785.5936,159930.392,56103.40197,17328.67057,30081.41449,77895.41332,5789.435284,201245.3188,1520477.921,22426.07662,4201736.084,214226.3751,26813.39098,224112.5091,43419.12765,2062.532423,9957.64779,423.5934727,113190.983,16958.11436,115226.9012,2683765.976,245620.1322,10315555.38,2319.91091,135342.461,18985.03099,8512.845485,26145.4699,45523.28842,762540.9415,1582104.671,36340.2102,59732.2861,,70117.27091,37481.75219,948634.4345,69322.9827,36823.21155,5413.528796,6212.491519,67000.03377,492967.3749,6926.691706,91103.86871,156218.3817,87886.10246,20581.84613,68022.47832,155088.1561,329962.8647,184706.7312,8356.442299,7312.863379,30565.79445,233954.9471,769491.7165,187743.8953,90489.53419,54840.4272,74210.20376,230507.3991,10865.70529,6488.446663,9525.042293,782283.2769,21849.51377,4379481.782,22401.75984,12670.19198,2691.656237,12783.65177,5370.294473,20751.71368,58311.00717,15809.63623,3352.285741,16775.66424,4462.89077,62339.30758,140408.5741,16472.78715,12537.42837,16383.19154,1367.780192,140519.7829,694.2517133,13879.68026,3819.705774,149259.7062,1791.739132,59888.41516,43860.43888,7898.415479,3557.136577,80557.80517,935425.7674,733767.7999,96977.468,1254211.029,66997.4804,2026178.984,162081.5095,68360.72363,2237.569499,1255.422696,1868.584816,13045.16659,670620.6042,595592.3311,25834.16919,497030.4725,50680.77721,7469.982886,111392.8333,11111.73064,2555755.528,4820.159256,377641.1738,1901000.403,5797925.45,5433.846017
T1_P4_VFA5,pos,cells,sample,vpa,fa,p4,5339.932321,1541933.028,4234809.387,503416.5921,42816.3216,28589.27584,77916.00329,289244.0625,291242.2805,24782344.21,1186645.93,201916.9156,107440.1112,114906.1505,790661.784,2259875.687,28225.3418,1605631.839,644978.3993,19113.6188,3750228.964,112420.6091,33624.01512,4780389.924,35084.71218,4952.897883,465916.2022,840944.5142,11945980.25,2605340.824,2247074.9,7531.199843,167080.042,391494.5327,635095.5594,1328595.013,4634.281963,19141.71781,29853.9782,236219.4525,131970.5315,101552.9836,12950244.44,54625.0074,7284963.076,314114.6636,251647.9386,68734.42772,18872.6357,31118.68579,77929.14094,6022.040884,209794.0531,1523378.101,21916.44826,4240978.834,235929.2794,27967.54373,301645.9592,44183.77071,1390.993688,8961.84361,1610.652813,115132.0997,24256.27659,102540.1291,2697398.519,247170.2122,9764988.609,866.9021366,136522.5835,18230.61459,7428.89706,20691.1998,43084.57748,819304.956,1578389.87,36245.74489,82340.42929,,61606.68659,15394.85556,937113.4416,75547.37444,35617.28139,8217.745709,6342.78063,80150.98675,569960.3337,6806.791623,94366.02513,224140.3853,155603.3112,27929.39532,67847.88016,159064.0816,453315.1732,213512.8559,9305.62324,6146.63387,31730.81011,310854.7962,1338094.247,193124.9259,133529.7817,58550.93458,94113.29119,412789.3815,10489.74566,6665.142636,8333.579608,713106.8598,19070.80027,3862980.304,25221.57694,11948.71463,4595.965167,17980.12241,6503.297486,20457.75576,111468.3859,30792.98225,5526.791451,12914.61006,4863.472482,75065.24556,145761.5677,8995.0933,14872.00482,17161.97949,3159.551689,180834.538,1042.740461,15800.22341,4984.261923,137313.9001,1154.677074,45718.6958,37028.37612,6547.375822,2887.264913,84524.85597,858038.842,617733.1755,100292.3615,1306240.769,55820.70497,1803847.481,155934.2012,60876.58143,3179.583179,1028.538423,2073.04068,14541.05158,674474.8746,573083.0486,25840.96321,519035.111,44590.78047,17367.63504,113669.1852,8217.231459,2536589.143,4827.898286,387512.273,1854306.595,5763480.248,3278.017323
T1_P4_VFA6,pos,cells,sample,vpa,fa,p4,6287.647522,1437064.9,3689526.122,477180.7854,35914.14106,25504.42924,74796.94376,252169.6452,254430.5236,19959152.56,1128173.75,186433.7032,97871.04758,82075.25758,754614.3362,2180186.444,43203.53031,1452903.154,542881.7535,13717.7041,3540669.593,84056.11877,27985.30063,4435021.502,35295.7251,5447.649966,405226.669,699964.6313,11750540.54,2286434.649,2057639.804,5848.444134,133010.0268,389022.0775,544088.0171,803658.1215,2936.786617,14310.70182,28572.55591,212242.1873,111748.1858,84789.86042,11145474.23,52200.7388,7058143.503,300931.8864,148727.0016,59547.65721,19719.57214,30908.19046,67487.93745,5879.676604,205002.4479,1336359.515,23271.18368,3951577.972,202180.9251,25266.6101,247246.4928,41939.51749,1241.39276,8193.339707,1273.519692,114594.4092,12875.30358,103990.6139,2474747.778,250449.9754,9736313.458,729.5023302,118548.4067,17294.84128,8309.704217,19099.09302,34413.75621,687612.3619,1446935.788,31734.39858,50734.7828,,58799.2847,29020.88017,907528.2353,63356.3042,27153.31313,6983.28686,6456.651017,69067.2551,457094.246,7511.781145,102016.0751,180968.9546,106249.0927,24044.27303,58715.33656,178954.9229,345511.8691,155153.0008,7132.241704,5248.316367,28967.97371,237936.9901,837329.3416,210466.4156,97883.22032,60862.54229,81723.89784,245548.9533,9994.475199,6391.980041,11651.30059,567134.7138,20782.33359,3826003.089,19761.31883,16035.13693,3031.014782,12900.71457,4520.075431,18520.92235,62154.2566,18647.01832,3346.179228,16762.19082,4494.088775,60919.87955,128643.448,14808.70556,13559.15747,17306.71303,1926.675476,133581.8418,2254.375585,12903.84142,5884.45044,134494.0342,1062.520646,56271.59397,38236.0115,5822.17888,3433.530548,78065.07094,893732.6122,577177.7896,90581.50346,1146301.094,53640.39032,1924764.081,146499.7348,61981.43231,2284.359531,879.2814567,2029.44406,14085.96413,623012.5439,580407.0706,23385.57486,485097.7431,41474.42963,11428.82268,125669.7334,8177.799363,2576475.648,5347.698035,399846.2494,2039355.687,5419800.894,4508.504861
