Samples,Experiment,Mode,Type,Folate,Status,Lrp6KO2n1,Lrp6KO2n2,Lrp6KO2n3,Lrp6KO2n4,Lrp6KO2n5,Lrp6KO2n6,Lrp6KO2n7,Lrp6KO2n8,Lrp6KO2n9,Lrp6KO2n10,Lrp6KO2n11,Lrp6KO2n12,Lrp6KO2n13,Lrp6KO2n14,Lrp6KO2n15,Lrp6KO2n16,Lrp6KO2n17,Lrp6KO2n18,Lrp6KO2n19,Lrp6KO2n20,Lrp6KO2n21,Lrp6KO2n22,Lrp6KO2n23,Lrp6KO2n24,Lrp6KO2n25,Lrp6KO2n26,Lrp6KO2n27,Lrp6KO2n28,Lrp6KO2n29,Lrp6KO2n30,Lrp6KO2n31,Lrp6KO2n32,Lrp6KO2n33,Lrp6KO2n34,Lrp6KO2n35,Lrp6KO2n36,Lrp6KO2n37,Lrp6KO2n38,Lrp6KO2n39,Lrp6KO2n40,Lrp6KO2n41,Lrp6KO2n42,Lrp6KO2n43,Lrp6KO2n44,Lrp6KO2n45,Lrp6KO2n46,Lrp6KO2n47,Lrp6KO2n48,Lrp6KO2n49,Lrp6KO2n50,Lrp6KO2n51,Lrp6KO2n52,Lrp6KO2n53,Lrp6KO2n54,Lrp6KO2n55,Lrp6KO2n56,Lrp6KO2n57,Lrp6KO2n58,Lrp6KO2n59,Lrp6KO2n60,Lrp6KO2n61,Lrp6KO2n62,Lrp6KO2n63,Lrp6KO2n64,Lrp6KO2n65,Lrp6KO2n66,Lrp6KO2n67,Lrp6KO2n68,Lrp6KO2n69,Lrp6KO2n70,Lrp6KO2n71,Lrp6KO2n72,Lrp6KO2n73,Lrp6KO2n74,Lrp6KO2n75,Lrp6KO2n76,Lrp6KO2n77,Lrp6KO2n78,Lrp6KO2n79,Lrp6KO2n80,Lrp6KO2n81,Lrp6KO2n82,Lrp6KO2n83,Lrp6KO2n84,Lrp6KO2n85,Lrp6KO2n86,Lrp6KO2n87,Lrp6KO2n88,Lrp6KO2n89,Lrp6KO2n90,Lrp6KO2n91,Lrp6KO2n92,Lrp6KO2n93,Lrp6KO2n94,Lrp6KO2n95,Lrp6KO2n96,Lrp6KO2n97,Lrp6KO2n98,Lrp6KO2n99,Lrp6KO2n100,Lrp6KO2n101,Lrp6KO2n102,Lrp6KO2n103,Lrp6KO2n104,Lrp6KO2n105,Lrp6KO2n106,Lrp6KO2n107,Lrp6KO2n108,Lrp6KO2n109,Lrp6KO2n110,Lrp6KO2n111,Lrp6KO2n112,Lrp6KO2n113,Lrp6KO2n114,Lrp6KO2n115,Lrp6KO2n116,Lrp6KO2n117,Lrp6KO2n118,Lrp6KO2n119,Lrp6KO2n120,Lrp6KO2n121,Lrp6KO2n122,Lrp6KO2n123,Lrp6KO2n124,Lrp6KO2n125,Lrp6KO2n126,Lrp6KO2n127,Lrp6KO2n128,Lrp6KO2n129,Lrp6KO2n130,Lrp6KO2n131,Lrp6KO2n132,Lrp6KO2n133,Lrp6KO2n134,Lrp6KO2n135,Lrp6KO2n136,Lrp6KO2n137,Lrp6KO2n138,Lrp6KO2n139,Lrp6KO2n140,Lrp6KO2n141,Lrp6KO2n142,Lrp6KO2n143,Lrp6KO2n144,Lrp6KO2n145,Lrp6KO2n146,Lrp6KO2n147,Lrp6KO2n148,Lrp6KO2n149,Lrp6KO2n150,Lrp6KO2n151,Lrp6KO2n152,Lrp6KO2n153,Lrp6KO2n154,Lrp6KO2n155,Lrp6KO2n156,Lrp6KO2n157,Lrp6KO2n158,Lrp6KO2n159,Lrp6KO2n160,Lrp6KO2n161,Lrp6KO2n162,Lrp6KO2n163,Lrp6KO2n164,Lrp6KO2n165,Lrp6KO2n166,Lrp6KO2n167,Lrp6KO2n168,Lrp6KO2n169,Lrp6KO2n170,Lrp6KO2n171,Lrp6KO2n172,Lrp6KO2n173,Lrp6KO2n174,Lrp6KO2n175,Lrp6KO2n176,Lrp6KO2n177,Lrp6KO2n178,Lrp6KO2n179,Lrp6KO2n180,Lrp6KO2n181,Lrp6KO2n182,Lrp6KO2n183,Lrp6KO2n184,Lrp6KO2n185,Lrp6KO2n186,Lrp6KO2n187
emb_37_1,ko_exp2,neg,sample,10ppm,N ko/ko,8137131.133,1450040.808,2480596.271,172089.3738,4388120.842,4820574.099,910271.8,4590948.083,161409445.4,207220.2481,110287.53,3080071.112,999300.4197,4540683.514,3139608.863,391140.4272,1973230.606,992915.0231,4681281.628,196327.7116,136937.2304,2966927.773,1174119.764,1517466.971,23846351.8,3839794.109,10811.57974,567775.9404,233760.5706,177690.9551,659301.9734,2564706.288,2808914.532,131413.2688,76810.1809,70429.24216,160028.4911,1736532.688,159502.4049,151908.6087,6511156.784,11615133.1,124174.2904,1976644.223,832869.7373,398565.6405,100762.9913,1639760.347,5733092.878,2357533.119,284794.908,19787069.47,1354518.486,72496.65647,208729.4562,60795.39335,47569.5054,24080.23091,265940.0287,822754.0878,391767.6043,393437.4321,15524.55839,418020.1303,126532.5327,99912.50541,2183886.011,91035.96362,7297.605085,195893.2428,9324.674057,161263.1353,12647.97058,86439.38909,165134.2441,6135993.702,26433.08853,2107224.546,550196.411,1967578.356,127224.6129,124700.8734,16418.39116,528555.1287,225274.7365,13328034.27,10643.63966,55885.84595,173866.4899,28221.52018,456679.0042,23491.66822,60751.47606,25247.55763,10629.76023,5701.146784,14859.14228,27814.60005,1385794.167,56008.04751,14200.32681,4350.258472,9305.244809,505067.9378,41332.99263,261041.2488,57494.94233,162430.0257,155930.3907,11682162.24,20599.97652,517.3355718,10246.73434,187226.7309,57363.09037,31133.44505,297146.0811,911787.877,43030.62634,9461898.045,571089.9467,49868.54172,22493.47995,154980.381,217164.5435,186739.1261,398300.3234,26804.4619,239740.4211,5406.590985,53915.34584,58033.76774,126053.6738,117443.7667,25308.42863,1209554.076,36011.00076,13126.68582,59943.89006,43511.56886,36946.96197,315540.231,149395.0221,15622.90831,38810.71984,88239.72653,168862.5886,21609.63759,8078.464412,7613.914786,19827.88781,332001.3217,78242.65233,105783.6233,57016.73421,442089.6056,46035.76125,128125.3345,12055.42423,581808.8685,124160.4476,35428.95922,22523.3725,205663.5624,26607.96946,119765.2535,17266.51249,57658.87777,67644.37285,8457.002668,347935.2692,171362.2406,2818519.108,1886351.785,214756.042,32914.49509,23950.58143,7447773.819,3860393.604,345454.7664,3417.613383,647374.7722,42536.25366,16117.20045,1665.540829,1673.884287,7635.406936
emb_18_1,ko_exp2,neg,sample,10ppm,N ko/ko,5694601.17,658175.6202,1431761.06,161737.9676,2560464.669,2603115.349,508170.0267,4813946.777,56304360.88,101054.9641,60536.26141,2034708.877,422646.7973,854430.0342,1121917.208,267376.9753,1419852.941,680458.1437,1940623.131,73556.97604,105925.9345,738331.037,1193745.779,540344.7184,15631585.08,1884793.68,17159.26231,257158.7521,80375.57673,66351.93148,378029.5547,768662.5451,852999.3315,63699.5676,77720.0895,70062.25921,135783.9256,606266.4379,166968.2313,82295.21187,4654747.256,3906340.523,101002.8299,1158075.586,753916.8844,232804.5003,57636.26551,1029111.138,542050.8814,403104.2546,136153.3059,12620243.94,425237.5269,26132.77397,125964.7751,55354.02685,16815.29635,10588.63895,82746.47108,702663.6016,256933.6753,172977.2529,36157.55988,193259.4315,134641.5454,150621.1946,796998.5204,18790.4495,2470.242608,127209.8706,6277.891085,134805.1523,3442.489709,44998.34925,17415.42994,2978094.231,11334.07942,1531133.342,174246.7621,838514.6184,14274.50628,13175.84536,1489.894941,387644.6036,78305.32911,4595799.24,8787.316529,53884.8926,186619.2727,13919.21658,199036.186,10427.89357,19375.71172,6589.79947,935.0384629,2610.335039,3163.604558,39599.32954,424059.4721,41671.50155,13317.61063,8757.633424,4048.626929,518468.6303,29861.07604,236729.2076,69175.82544,134924.5923,148477.4401,13474962.63,10367.04693,,10472.48918,557264.2063,44315.79176,,295730.7042,1172744.661,83443.971,10652585.85,309432.2106,39364.16607,18219.43017,249902.3263,18541.03626,77820.65465,267273.4621,21780.81424,117015.6479,6865.790704,17427.51908,72093.5417,141036.8119,57287.95076,52440.89867,2080290.562,36994.99825,14499.73721,57298.31602,25472.67015,47842.92149,292635.0303,179533.6337,21269.86582,49148.83343,36783.26809,248392.9648,30923.24751,4905.003094,13309.28972,51840.82957,433267.123,71942.58536,108035.7326,68784.76612,810024.6063,12886.03734,48299.94991,6469.835817,283354.509,217247.4198,11472.6228,42654.81457,157869.1136,33048.03247,133231.4429,32015.37565,83093.33959,428.7184828,,76154.36164,31784.81267,1238840.999,772670.6375,124850.7481,15329.16319,2216.870443,3787852.36,1861305.621,205384.0498,310.9290179,389489.4597,9913.887965,29366.78808,552.9563123,18871.84274,4833.609895
emb_57_8,ko_exp2,neg,sample,10ppm,N ko/ko,8357212.349,760694.9188,1428966.31,116838.619,1410715.449,2283199.887,485411.6344,3300114.442,97684277.41,144581.6097,92782.87039,1195567.323,452920.2449,2155598.472,2534866.682,165767.206,781199.2835,538496.2293,2604162.494,78643.31607,99091.85114,2563325.006,465701.7244,764268.6699,14915232.89,2471524.12,1563.747296,636309.8534,104947.5396,89104.84372,393352.5247,2247437.769,2890900.404,68599.3266,10766.34048,42916.10913,152501.2147,963849.0855,201258.2701,141271.0454,2427660.245,2996682.182,79014.4589,1088788.123,889740.0065,130769.5416,81717.94031,482122.536,4539523.761,912396.389,268036.0273,8108300.825,1474514.836,70451.54013,123632.1849,46729.42966,12207.22592,22679.66145,158601.8353,303758.9477,238015.33,347772.8907,,166774.6256,72136.00726,101492.045,2009255.471,86029.32247,,124101.8178,1935.784773,64908.77556,3177.801013,39940.13415,104435.6741,1757731.599,13366.59653,1245255.942,272783.8925,1765438.299,107800.0432,106759.5258,,235149.7993,164840.9955,4132722.986,9354.985176,29584.59949,249774.422,26209.58752,397880.1599,7134.519735,61625.12087,2412.857827,891.3073282,3887.796758,1664.211634,38496.28114,1022180.567,37987.97224,7971.34991,11244.40154,7697.061457,686567.9799,45853.22161,323851.9786,16048.47294,48817.82615,206012.2272,12454216.3,4541.188124,,13648.27881,158082.6559,50183.96845,7668.560385,536174.7561,1455996.424,28328.22269,10313600.43,126576.8615,24987.06603,24912.28832,259867.1836,493550.5167,354454.2407,560768.5318,38800.26482,125640.5079,18615.80007,22772.62186,88042.21429,154429.2018,240318.0801,6244.4355,418767.7186,34158.46011,14243.35544,103889.5211,50917.0429,69927.99704,208758.13,302983.5887,11709.2651,26374.2635,91536.10701,61949.48785,20940.75095,2595.152572,23795.14801,2395.755948,495450.5744,98898.82858,46385.60098,43145.71503,743122.3921,,13991.86996,631.8829942,123327.5867,266782.295,,73113.20576,298415.408,52938.94555,191960.6485,8757.339665,80066.19324,,,71506.86221,7939.06044,245769.8312,214728.6368,7766.627699,,,1255257.642,720085.5897,39896.62757,1241.506667,246624.6401,37348.30046,35849.28211,,23364.00061,398.2594975
emb_29_5,ko_exp2,neg,sample,10ppm,N ko/ko,9336923.58,1193583.899,1726356.065,159963.1937,3309782.588,3454990.586,636493.7113,5192500.137,128550637.8,103666.753,70503.17617,2481560.959,601791.6347,454178.18,2256847.029,354794.7154,1257385.28,818361.3146,3412246.318,116554.8497,106025.2138,2014419.337,665142.3852,1293394.501,19888806,2028935.687,21676.19252,391596.5163,96320.27048,104699.7636,495133.3803,2202422.676,2376033.836,63336.10748,79309.99992,71996.49892,149038.8543,1057473.308,182298.1493,114345.2787,4027564.795,6692462.79,87422.76173,1178797.028,653676.6625,227733.75,67421.59248,906528.7713,3633336.138,1327776.296,143168.1297,15526750.62,1139354.294,59633.73035,106967.2446,73949.53517,52779.54797,20632.68362,196999.4386,550450.8519,226115.4212,259429.4284,18390.87338,200804.9918,129513.9032,165307.7,2170806.962,50268.83689,3078.197271,184777.1867,8278.452791,110854.8827,11480.8265,52372.211,116791.2854,4533466.721,24354.03694,1605811.738,410448.3965,1976526.081,52989.36616,52989.36616,,333536.2256,135160.055,3856816.105,5703.733025,58645.13044,171061.0629,21240.32838,427456.0739,20319.573,49692.16748,11494.8133,1417.707216,2402.35664,9027.443896,44225.40962,640713.8077,37463.00773,13278.80693,11066.54692,3918.59441,533607.3063,38020.11889,222824.8157,48272.09165,155319.8544,130017.0441,12391498.79,14177.01543,,14383.73277,207727.1793,41299.06805,52401.04015,230114.9993,1104996.603,59239.77121,10989370.28,405758.8918,39206.29547,22469.28033,247117.2749,8822.642835,64357.58205,297552.2303,,136651.4907,7278.259594,26474.4656,74457.73019,157219.0428,42536.10569,25481.10896,1337606.949,42939.95516,17180.50895,48345.38354,27978.51905,37438.24521,220983.4893,199311.0342,36163.0454,68861.46582,48166.54397,156772.7045,29344.80037,3561.545839,22110.60624,15470.12588,508767.4135,79057.76412,78918.41871,47305.06014,626282.6716,22348.48913,87502.63599,14549.64366,342102.9862,171449.9245,7805.599651,83919.45575,178534.3997,31712.34187,173052.8599,21444.72138,82417.95307,20790.31095,,157165.9128,88833.66235,2179106.117,1673800.541,192676.4906,18338.69599,11228.09788,5898884.212,3209196.101,253733.9195,2360.144642,577697.8372,75503.60517,24249.39968,,11082.31305,7315.897066
emb_118_7,ko_exp2,neg,sample,10ppm,N ko/ko,11771788.18,854650.3889,2333315.799,130131.5479,2436581.144,3915697.667,990647.3701,7627220.683,65455023.48,264938.8824,76608.7807,2955280.191,230451.9081,943914.2223,3000858.287,300041.2682,1803411.335,2931203.218,4226430.903,163241.3278,154465.0133,2713620.575,1641140.152,1134752.111,23659194.55,4277469.637,1071.316156,1058506.996,245210.7021,158809.2721,696440.5425,2446529.677,2730174.602,143686.1514,27849.19265,140995.2413,181055.798,1489697.446,169943.4662,483403.2,4805635.635,7062566.113,367553.4729,2453990.366,691353.9843,430753.6732,101857.0386,2343352.526,7876160.566,5046193.983,485867.1088,19279711.03,1344622.896,65444.78059,186864.7873,91060.93585,20814.09631,21390.05827,364887.8686,618448.0095,235575.5946,560909.1293,71290.54395,443879.9493,240821.9631,231073.9787,1607747.459,90061.50611,25781.085,516929.0494,12310.03559,291103.2116,26539.38927,152369.5341,329540.6611,3643770.245,44977.43142,2184298.168,156432.2154,1542582.029,105220.6377,104648.8458,19174.47461,549786.6466,80302.06263,14943913.27,17262.93144,102285.2242,270108.6678,45368.91333,244482.0627,4162.010504,23205.94631,20934.93186,3335.40886,13094.90202,16106.64678,36277.59249,1264392.675,71585.0069,32376.28707,11683.37121,6424.239914,673986.5966,46728.92048,343378.4895,46760.562,179395.3028,187235.7965,10924869.86,13422.67304,2872.969889,17299.65921,2236847.026,54595.26703,,454096.2194,1057224.598,127542.597,7881429.694,433387.6757,32267.60051,31119.95455,276555.7727,25971.13684,68869.60864,348483.6298,18465.30759,143980.7063,7555.365998,22008.59082,80846.72339,142212.1278,80227.42324,74078.17385,2611718.705,49079.05459,17749.18679,71855.25763,30583.36136,32949.78382,365838.1783,287030.2044,22933.59784,52638.57152,45288.55925,510218.4715,34630.38101,3199.080642,19074.74138,74251.44593,351151.5071,40099.19747,78435.76896,66640.85241,765747.5881,49367.70053,156510.1644,10070.01858,586762.1615,253276.4744,49930.24024,53773.94366,208507.7099,60688.37643,162464.6831,24499.67057,111297.9017,24642.69486,,186463.6074,111724.0293,1691941.015,1270034.572,207763.894,28891.48426,11126.93643,4650114.821,2747416.601,296851.2118,1320.167271,603175.278,20787.18738,19665.02665,570.6455021,32927.44119,8056.187543
QC1,ko_exp2,neg,QC,QC,QC,5790456.123,631212.2912,1373830.589,48034.35534,1850224.633,3032058.877,580896.2086,1199543.941,67835285,80643.06593,97541.06895,1872042.498,260128.8103,1251232.888,1420671.714,197722.3397,1053423.429,323840.3496,2595303.377,112854.9502,56418.77984,1892866.856,654640.3005,1056887.083,16757444.12,830633.9488,9290.592188,294060.3099,73943.8081,111736.6243,458222.574,1517201.251,1668068.936,90051.19874,20874.4941,44408.8491,104546.8139,801123.5218,141396.4909,96140.12031,4182718.523,8303149.001,88386.53679,1075491.079,176018.5461,295009.1648,416005.0774,963345.7677,2927009.182,797483.1025,125424.0525,11752640.83,756009.2989,36542.08207,183317.4333,43610.76817,34769.94895,14780.51689,145738.1081,404233.8963,191995.0441,464624.5045,9840.387529,267422.8283,46122.53437,48739.99162,1368629.8,50739.37058,4282.891419,91125.85562,2847.615871,77752.81732,8389.369606,112032.6735,81043.43494,5032062.826,10595.86209,1452136.202,268158.4496,1291845.72,106165.1357,100709.9221,8608.833756,307336.6788,154929.5646,8739352.738,7584.902797,63796.19888,263417.2021,21980.12466,308930.2406,3818.9044,24869.15225,10754.41305,,8306.431593,7047.571827,13476.29609,1050189.027,16783.87445,9852.346511,12685.18432,6063.815065,305864.1024,29117.80624,149045.3124,63773.64949,201357.0945,156832.6216,4247938.986,7581.905256,1466.828087,11377.11365,254173.6151,36960.34667,13957.58537,611855.0336,865342.3985,38439.94535,3506462.485,419634.2821,49388.19477,21180.22536,93935.4798,30001.09221,57160.71855,229501.5167,22131.83595,247910.2709,2632.978132,43718.30943,53043.86776,80117.22721,18348.46596,22300.21867,998193.9464,21762.92961,6941.856196,69537.55417,32171.6211,46049.98738,298277.6856,127108.3433,37693.74089,32596.18916,51254.72579,134316.1683,13167.65793,7908.891188,5314.354997,13898.70159,209956.1573,51202.7477,87089.90533,38311.80716,305956.927,1467.887807,21151.82103,3676.10959,144911.0785,32388.77721,,11858.46639,165235.5434,10226.09464,83688.77427,19520.63069,41165.9091,,2334.029159,47848.30053,153885.8343,2851111.402,1995286.262,106681.5113,14711.49291,6600.70133,7845792.314,4625004.423,264136.5185,4375.150116,551037.8859,10854.27901,11228.67991,,8292.482958,7657.606077
QC2,ko_exp2,neg,QC,QC,QC,7638160.512,588285.5967,1236148.544,65578.91664,1652899.755,2858539.105,510485.1052,1127576.376,59873938.31,75954.79961,88321.73718,1800217.916,254836.015,1100502.187,1299378.066,184778.0982,959978.2285,373418.8803,2417137.356,109447.4893,57914.5812,1712955.234,567754.4967,923448.6494,15930641.31,849493.6229,12486.27761,310157.604,128814.4441,112953.1951,401878.0631,1453706.48,1509375.526,82089.90208,29543.41932,40743.19522,109445.062,776403.5784,131777.2108,94569.24084,4017377.473,7682807.396,86002.59021,996481.3823,175773.5327,267979.3493,458175.2348,941425.9711,2676199.652,757422.8327,122723.1434,11579124.82,755361.3635,35298.7137,165880.8401,53166.12688,35933.32331,27319.16491,130178.8351,392086.9836,184025.8893,439586.2391,2929.853762,246032.0452,80520.10258,48259.0307,1236808.465,46754.2722,3549.760993,95418.7481,4054.491907,69327.05505,7638.428909,96567.41191,66922.34511,4424269.277,9185.105172,1346483.399,252836.4957,1142052.089,94823.43322,91909.85583,8324.181346,285319.0989,148102.7132,8605847.579,6235.574373,70393.56412,277034.6159,17020.96742,279994.3841,5183.816095,20096.57129,10108.55201,,8242.15837,3701.172775,17352.79219,1022537.125,6709.365801,9336.351611,12151.55102,8305.872288,335980.9727,28654.76951,158934.7351,57833.72186,179741.0678,155893.9236,4466705.329,11829.82429,851.8242837,8784.503978,236107.7786,38141.31359,8882.973604,614783.6556,864282.476,33722.24406,3710719.492,395960.913,43213.83544,21024.52328,96654.69405,26358.92334,63630.11431,222520.1115,25911.7762,237274.235,2495.385735,41615.6214,50699.31948,88683.4763,12987.21614,19451.48084,857229.961,25464.92532,5641.520701,68294.8509,26054.51569,43376.98041,284641.3027,117489.5591,38830.93287,31518.75803,49500.34056,118378.5946,10545.83468,4191.677372,9851.627094,13539.12594,197538.6273,49891.95089,84811.19479,37551.72576,339647.6518,978.0886542,19195.09388,3282.811016,136349.9248,27098.4622,,17178.02302,170563.0936,8041.100955,75312.42862,18026.92671,32545.23428,,1907.111937,48247.73922,110149.4127,2043606.919,1409860.523,67545.21056,11134.5809,4611.688885,6787257.424,3482927.133,233546.2364,2939.870503,496479.9413,6505.627895,11978.05056,,6716.552213,3145.578688
QC3,ko_exp2,neg,QC,QC,QC,322923.4063,72321.4046,273082.4283,14564.93313,33498.23859,260289.7425,101279.2611,222110.021,119100.0128,67429.72409,31210.10155,46584.00833,9797.434028,21693.71636,93013.44386,,6509.478535,164410.1577,196277.3527,10814.1354,50783.66166,,53662.35365,22025.28024,45984.2232,130514.7859,543.9413585,71018.24248,64744.23794,61810.88899,11044.40846,,,23213.30193,20503.16751,14776.95316,75689.3947,36994.59871,6634.967948,65073.43337,1550401.014,116523.8968,6737.722725,3928.628933,111366.9069,,36248.46546,,5449.506807,185899.7605,22148.90127,194484.733,,,5616.54454,36098.14448,,24377.3391,,136803.7145,,5291.099443,,18918.38472,16016.10198,12584.78809,332.8591724,692.2596841,,35094.11325,,,,,,719691.1709,,49654.81367,19819.73159,324.5260872,4370.356392,4264.849797,,8218.153178,256.5714008,293784.315,2185.74334,11363.23572,34214.14307,,19343.27965,747.9415597,,,,260.7336211,,2841.057054,521.5894426,2241.196328,1088.86097,4114.848897,891.1393143,36184.63491,23119.52826,23213.0915,1042.377564,3289.214162,51374.09132,392927.4272,,,,793.135121,27821.23594,,26728.91886,34167.50001,1472.245477,263763.2314,16148.48236,5104.775904,21199.78606,,10037.30762,4748.926032,2584.306166,,68629.47559,571.7455792,,8525.722347,25618.77142,2485.877162,,23170.13907,16211.89212,619.2061405,2117.18963,5627.399196,858.1007556,,7043.858396,1634.152935,1352.646488,10337.90319,,2395.343994,,1121.261001,,,1376.627417,327.534325,21777.22201,5180.882276,,,,3748.564145,241.3805894,,,8269.989756,,,,6250.928743,,,9952.225851,,873.8671021,,,,,5649.419024,928.0145133,,,130410.1912,,,,,
QC4,ko_exp2,neg,QC,QC,QC,284336.1873,85190.88778,322803.0376,14562.97436,51090.80559,275838.021,117667.9284,265169.9919,138114.1359,97045.81101,34071.89276,46633.64524,9786.009166,15655.06981,102974.8555,,10273.9295,204014.6091,227704.0448,8732.437111,62388.35035,,57035.26622,26805.85225,37060.18365,139350.1335,441.040345,76043.31034,68865.96487,67718.98759,11034.75411,,978.8096754,26636.98979,25844.14449,18445.77064,103204.7095,36678.79422,10012.23865,71180.67933,1576501.718,104225.4223,6534.434335,1985.083549,127295.7827,,44737.42841,,,176744.0999,40819.0862,190782.3386,,,7455.679362,36371.6592,398.5733266,7824.079075,,191407.3193,,4004.602325,,18665.19673,24962.74926,15326.02926,,,,33398.92769,,,,,,720948.8204,,64927.50465,25481.51397,,5970.736513,5970.736513,,6292.222239,297.4180864,247274.5939,887.3865507,13114.88969,32208.40792,,38357.52217,261.009217,436.3521086,,,1058.40351,,2697.206837,,2028.375031,389.5276488,3973.64966,300.9128769,45131.57942,27451.35003,35025.30844,346.2392567,1933.118161,18148.27973,297352.5794,,,664.1018261,781.0171531,32406.70359,,27256.62797,32164.79062,2576.467217,295905.9213,21943.02028,5224.360419,21060.02784,,10154.76376,5127.481122,2989.202591,,79574.06089,966.1468247,,12972.98428,23835.64561,4219.901802,,22939.33928,19979.57545,,,9578.718531,2648.514503,,6719.577379,1402.53872,2919.872436,7650.100362,,260.2399961,,259.9361379,,246.0330729,766.6892298,,23639.75943,2934.255683,,,,515.6887737,273.6491647,,,8710.378531,,,,3279.857979,,,,,,,,,,6529.842106,2410.265578,,,156381.7055,,,,,
QC5,ko_exp2,neg,QC,QC,QC,131899.3054,88549.85169,347690.3203,15154.71273,36500.44785,288765.8568,136861.393,268524.4504,107674.6925,95328.07702,40725.55189,45839.80342,8682.353524,19943.41577,90100.27904,,10355.50516,252322.6304,213574.8393,11874.94178,66714.46599,,69893.87877,25298.12493,17938.50609,160002.7104,624.7537272,86621.50996,95225.12922,73341.90516,13007.39496,,1001.850089,19466.76937,21084.34769,18616.53166,46388.35173,38965.18979,11482.58399,70045.40921,1773870.42,101710.9318,6406.038624,,139219.5316,,54445.69632,,783.1457759,172037.8748,43832.75002,174203.4232,396.4817021,,8481.437464,42161.42558,844.0262881,10038.76597,,306265.6515,,4099.219536,,19825.35172,15039.62728,10156.36739,,397.7398526,,40929.76107,,,,,,840821.6475,,70548.3306,21594.70037,795.3028616,7393.747998,6783.521107,,5048.698263,655.312676,224465.0781,1228.261594,13229.73476,27558.83062,,40391.13407,899.806452,,,,,,3180.039666,,1579.269333,499.8207713,6047.595178,,48960.83514,30305.51107,31285.43203,,4046.897762,18956.75523,193680.1076,,,,473.6203766,12450.98783,,22635.65621,29290.57195,1995.68997,181633.0198,19843.59314,2982.110124,21348.06821,,8529.597071,6048.933111,1407.665632,,70963.40501,967.1615319,,38416.91167,18564.15671,1987.5871,,10395.98679,8658.830969,541.936281,1092.119995,7555.779065,1708.62628,,4678.366,1594.068756,2002.898232,13131.51568,,439.4584448,134.0301553,,,,287.7116963,,22177.96858,3450.408727,,,,,,,556.0855983,12320.4356,,,,1391.253053,,,,,,,,,,,,,,131945.4443,,,,,
QC6,ko_exp2,neg,QC,QC,QC,110857.8346,77548.5965,353734.302,36700.32204,39269.83274,362140.9961,159750.0421,281742.6157,138731.487,88244.95743,44970.14964,48975.90301,5382.412413,11291.06968,94792.79328,,8799.757884,231615.6947,183273.0215,9912.169018,60679.64525,,71254.01422,26173.20706,25508.52611,131806.6938,511.0305768,80982.38254,87333.6742,70521.24963,11109.83475,,1028.575759,15195.50092,23507.34107,16588.91336,94271.03443,37100.48743,11323.35293,74049.60148,1716896.254,128685.9188,5406.748997,7524.300908,145802.4858,,66358.61367,,2729.013476,152172.2289,33305.49297,207224.9963,,,5198.935745,41880.6918,,28439.1964,,300385.8787,,1833.178563,,20391.79021,24322.59428,11306.43225,,,,111647.4075,,,,,,873838.2903,,74941.24562,19517.86408,,5438.848673,4615.106165,,6745.187843,,304821.2904,1006.861582,12535.94409,23059.97363,,33973.52255,891.1102081,,,,893.733914,,1557.289599,,491.7182501,,2590.997722,324.778577,37778.43562,29696.21092,27806.75985,,3082.956537,19599.76198,211738.7469,,,,,15431.86893,,23258.85626,21783.78619,1281.867659,210679.7905,13655.75193,12636.45016,22023.32941,,6807.568844,7645.236231,1657.545934,,68868.88928,1119.485357,,11118.32618,28123.44185,2331.849412,,15685.5535,23911.87533,524.6234471,1215.747539,9351.285999,1487.580889,,6049.649393,385.1777076,1127.26571,7833.15525,,571.5057507,300.5374773,,,,533.7242593,,26696.67909,2675.354224,,,,3644.735287,,,,9416.821977,,,,1620.312975,,,3484.608766,,,417.4451244,,,,5291.680156,439.9632923,,,113862.4982,,,,,
Solv2,ko_exp2,neg,Solv,Solv,Solv,254829.2637,10563.97958,304023.6045,13931.51717,10022.85271,228513.7101,48742.62778,58320.18172,133324.3366,73725.38577,32231.1835,25015.00867,,,,,795.5962646,139662.3162,124399.8041,,9485.053969,,52070.32978,6460.31555,8279.467939,86935.62842,,12167.16867,59146.12935,42598.86624,7092.606294,,1404.256938,25479.24886,355.0411308,10607.74509,34082.05955,19442.25705,,58914.22461,1584895.53,17321.54365,,1370.183169,21970.05492,,26460.90485,,64413.03755,184199.5108,369.6304404,104015.2232,,,,369.7992578,,770.2608372,,180563.4827,,,,13226.79186,,,,,,43586.61909,,,,,,549544.4807,,51424.86837,,,,,,339.0656017,,19123.11557,,,18960.69267,,4814.973063,,,,,,,,,,,408.1238524,,53937.23742,1931.728931,30284.18966,,,23622.97817,706271.4405,,,,,2721.701272,,65415.36385,46085.161,,805994.1601,391.0439216,5206.927178,10249.43402,1078.999361,772.6672707,,,,8597.489563,,,2541.514199,23002.30637,,,,,,,,,,,354.0470449,,,,,,,,,,,8509.89811,,,,,,,,,339.9339251,,,,,,,,,,,,,,,,,,151316.3721,,,,305.7484682,
Solv3,ko_exp2,neg,Solv,Solv,Solv,580601.2577,47259.98104,347743.0573,48752.83373,43985.75278,326800.5868,58577.11972,75191.53174,198493.4727,45390.28648,41748.81072,38304.0759,9075.498011,20006.77901,42119.4498,,9192.008787,133396.9171,109829.7473,7723.787126,36767.91618,,27317.76746,23577.04632,89035.67354,144794.9386,486.3082023,50638.58886,46684.53428,66093.6756,3911.368726,,1003.16491,21630.38705,16142.7139,9848.38124,34397.02628,25715.53867,9730.189179,26415.51271,1777446.655,22877.58201,4929.721347,3947.267938,54159.49419,,15648.27,,36529.61304,184534.2758,8297.879634,112351.3574,515.7782148,,7393.569443,23273.01346,1732.101907,15404.39708,,90904.76022,366.9132503,2561.446591,,14828.96704,11786.47729,6855.949719,2041.180273,1846.451089,,31406.64778,185.4413591,,,,,536122.0617,,35563.48218,18005.40375,4600.654002,5892.703066,5148.982416,,6140.247431,327.4691488,3491.507168,2369.121547,9167.347882,32698.3418,331.0296196,71806.91902,2755.663259,474.3834991,,,617.2812172,,3986.926327,1185.161656,2770.519873,1495.911401,3453.87618,374.4049856,79444.10878,15879.75105,41695.18438,1725.078303,3284.582494,17353.66635,1340455.938,544.4418017,,1228.648518,2603.377928,9006.819643,,146678.5105,81287.36816,3280.750979,1718778.421,10238.33029,8016.184611,10441.0253,,6717.83977,2407.146295,2268.953939,,8451.887245,857.3163016,857.8317365,22700.9556,39244.83962,4100.979923,,,12389.93924,2089.951613,429.3085134,5077.988392,1750.742128,,8508.971983,4903.8371,5865.920798,9255.127508,,2140.166992,1428.294161,814.3233582,,3644.28929,1712.699123,232.8151368,13599.79868,3426.991561,,,,,109.6176371,,740.1810489,10058.3195,,,558.9000177,5769.930998,,,,,,,,,,236.0014208,,,,191488.312,2170.806025,,,,
